"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.477066471E0,1.511699557E-1,-2.381539345E-2,-2.462291718E-2,1.550026339E-1
1.482066471E0,1.391156018E-1,1.541614532E-3,-1.468276978E-2,1.398967868E-1
1.487066471E0,1.633318067E-1,3.117549419E-2,-1.512718201E-2,1.669671289E-1
1.492066471E0,1.703823209E-1,5.545532703E-2,-1.428985596E-2,1.797487929E-1
1.497066471E0,1.630364954E-1,7.733643055E-2,-3.193187714E-2,1.832524682E-1
1.502066471E0,1.750940084E-1,9.230065346E-2,-8.760452271E-3,1.981263939E-1
1.507066471E0,1.768525243E-1,9.598827362E-2,-2.651786804E-2,2.029624629E-1
1.512066471E0,1.753615439E-1,1.023379564E-1,-4.043006897E-2,2.070249233E-1
1.517066471E0,1.732079089E-1,1.022450924E-1,-5.856323242E-2,2.094867318E-1
1.522066471E0,1.586812139E-1,9.958302975E-2,-6.171035767E-2,1.972426822E-1
1.527066471E0,1.537262499E-1,8.301150799E-2,-5.713462830E-2,1.838125026E-1
1.532066471E0,1.278729737E-1,8.221769333E-2,-5.480766296E-2,1.616017525E-1
1.537066471E0,1.252592206E-1,8.234810829E-2,-3.595638275E-2,1.541555862E-1
1.542066471E0,9.699830413E-2,8.109402657E-2,-3.231143951E-2,1.304949856E-1
1.547066471E0,6.562167406E-2,5.856764317E-2,-3.406715393E-2,9.432361268E-2
1.552066471E0,6.577780843E-2,6.180632114E-2,-1.675796509E-2,9.180180177E-2
1.557066471E0,4.767656326E-2,5.829644203E-2,-5.610942841E-2,9.391377851E-2
1.562066471E0,2.194291353E-2,5.020332336E-2,-2.719402313E-2,6.116682128E-2
1.567066471E0,1.428344846E-2,3.576874733E-2,1.577377319E-3,3.854748117E-2
1.572066471E0,1.353675127E-2,1.834034920E-2,1.855564117E-2,2.939258177E-2
1.577066471E0,-6.735622883E-4,7.970929146E-3,3.175830841E-2,3.275026032E-2
1.582066471E0,-1.360848546E-2,1.575136185E-2,2.948474884E-2,3.609219709E-2
1.587066471E0,-8.743613958E-3,7.958531380E-3,3.365421295E-2,3.567064698E-2
1.592066471E0,-1.079687476E-2,1.063120365E-2,2.164459229E-2,2.642126740E-2
1.597066471E0,-1.942852139E-2,1.605165005E-2,-7.849693298E-3,2.639584433E-2
1.602066471E0,-2.579915524E-2,7.529735565E-3,-5.316066742E-2,5.956802741E-2
1.607066471E0,-2.801260352E-2,9.974956512E-3,-7.357120514E-2,7.935318481E-2
1.612066471E0,-5.568969250E-2,2.191519737E-2,-1.023540497E-1,1.185663072E-1
1.617066471E0,-8.038291335E-2,1.253664494E-2,-1.018362045E-1,1.303425977E-1
1.622066471E0,-8.518755436E-2,6.269454956E-3,-1.096029282E-1,1.389569262E-1
1.627066471E0,-7.375800610E-2,1.371908188E-2,-1.076326370E-1,1.311992425E-1
1.632066471E0,-9.877625108E-2,1.511669159E-2,-1.105241776E-1,1.489995167E-1
1.637066471E0,-1.107850075E-1,1.792085171E-2,-1.022901535E-1,1.518477867E-1
1.642066471E0,-1.131046116E-1,1.084840298E-2,-7.982730865E-2,1.388623067E-1
1.647066471E0,-1.152527034E-1,-1.196503639E-3,-6.261157990E-2,1.311671727E-1
1.652066471E0,-1.240652204E-1,-1.073646545E-2,-5.200672150E-2,1.349523978E-1
1.657066471E0,-1.317952573E-1,-2.769505978E-2,-1.468658447E-2,1.354721446E-1
1.662066471E0,-1.185567379E-1,-5.169725418E-2,1.376056671E-2,1.300679030E-1
1.667066471E0,-1.276836395E-1,-5.972862244E-2,4.940795898E-2,1.493712374E-1
1.672066471E0,-1.230511665E-1,-6.248807907E-2,7.046127319E-2,1.549552859E-1
1.677066471E0,-1.249237657E-1,-7.448291779E-2,1.232604980E-1,1.906483744E-1
1.682066471E0,-1.228735149E-1,-8.151817322E-2,1.459999084E-1,2.075068348E-1
1.687066471E0,-1.059616506E-1,-9.619975090E-2,1.491203308E-1,2.066860821E-1
1.692066471E0,-1.010100245E-1,-8.498704433E-2,1.481256485E-1,1.984112661E-1
1.697066471E0,-1.061528325E-1,-9.401750565E-2,1.274957657E-1,1.906905490E-1
1.702066471E0,-1.055297256E-1,-9.648740292E-2,1.264762878E-1,1.908994324E-1
1.707066471E0,-7.319197059E-2,-1.176866293E-1,8.370494843E-2,1.619065337E-1
1.712066471E0,-4.717004299E-2,-1.042118073E-1,8.461475372E-2,1.422841181E-1
1.717066471E0,-4.728347063E-2,-1.094604731E-1,7.953739166E-2,1.433301030E-1
1.722066471E0,-5.354824662E-2,-9.474825859E-2,7.492733002E-2,1.321315708E-1
1.727066471E0,-5.655407906E-2,-9.019958973E-2,7.137107849E-2,1.281723866E-1
1.732066471E0,-2.866223454E-2,-8.393788338E-2,1.029787064E-1,1.359106542E-1
1.737066471E0,-2.798470855E-2,-6.126642227E-2,9.032821655E-2,1.126761071E-1
1.742066471E0,-1.418682933E-2,-5.222845078E-2,8.868694305E-2,1.038963477E-1
1.747066471E0,-4.799127579E-3,-5.463194847E-2,9.878444672E-2,1.129869388E-1
1.752066471E0,3.747165203E-3,-4.543328285E-2,9.378051758E-2,1.042737259E-1
1.757066471E0,2.368205786E-2,-4.042184353E-2,9.427356720E-2,1.052723647E-1
1.762066471E0,3.123727441E-2,-4.701650143E-2,6.440353394E-2,8.563955805E-2
1.767066471E0,3.178310394E-2,-3.665435314E-2,4.843330383E-2,6.855284254E-2
1.772066471E0,4.008463025E-2,-1.661014557E-2,1.327037811E-2,4.537375291E-2
1.777066471E0,3.774395585E-2,-4.631280899E-4,-1.602840424E-2,4.100890675E-2
1.782066471E0,5.161845684E-2,2.048170567E-2,-4.821300507E-2,7.354222740E-2
1.787066471E0,5.717879534E-2,4.234337807E-2,-8.274364471E-2,1.091278472E-1
1.792066471E0,5.652707815E-2,6.639230251E-2,-1.051292419E-1,1.365847938E-1
1.797066471E0,5.396315455E-2,8.048415184E-2,-1.072282791E-1,1.445255154E-1
1.802066471E0,6.298199296E-2,1.046850681E-1,-1.213245392E-1,1.721782179E-1
1.807066471E0,4.933828115E-2,1.166621447E-1,-1.363697052E-1,1.861209781E-1
1.812066471E0,4.500338435E-2,1.463040113E-1,-1.194353104E-1,1.941519037E-1
1.817066471E0,4.620143771E-2,1.689149141E-1,-1.135330200E-1,2.087021028E-1
1.822066471E0,4.027837515E-2,1.845633984E-1,-9.863948822E-2,2.131096998E-1
1.827066471E0,3.417214751E-2,2.048703432E-1,-9.533309937E-2,2.285344460E-1
1.832066471E0,2.374881506E-2,2.190485001E-1,-9.708786011E-2,2.407743844E-1
1.837066471E0,2.501830459E-2,2.292789221E-1,-1.100358963E-1,2.555438087E-1
1.842066471E0,2.553844452E-2,2.470479012E-1,-1.028041840E-1,2.688002564E-1
1.847066471E0,2.006742358E-2,2.363897562E-1,-1.328325272E-1,2.718957495E-1
1.852066471E0,5.651623011E-3,2.201108932E-1,-1.502542496E-1,2.665653497E-1
1.857066471E0,1.652741432E-2,2.228893042E-1,-1.843099594E-1,2.896945952E-1
1.862066471E0,1.576954126E-2,2.106589079E-1,-1.837940216E-1,2.800108860E-1
1.867066471E0,3.149786592E-2,1.842855215E-1,-1.804952621E-1,2.598688297E-1
1.872066471E0,1.770639420E-2,1.612527370E-1,-1.590185165E-1,2.271626074E-1
1.877066471E0,1.823356748E-2,1.418415308E-1,-1.494684219E-1,2.068629788E-1
1.882066471E0,2.125602961E-2,1.230068207E-1,-1.068563461E-1,1.643191268E-1
1.887066471E0,1.312017441E-3,9.046375751E-2,-6.116008759E-2,1.092060856E-1
1.892066471E0,2.478361130E-4,7.777667046E-2,-1.071929932E-2,7.851226189E-2
1.897066471E0,-7.321238518E-4,5.869519711E-2,5.258178711E-2,7.880676687E-2
1.902066471E0,-1.974093914E-2,2.202439308E-2,9.248352051E-2,9.709778645E-2
1.907066471E0,-1.716110110E-2,1.146674156E-3,1.077604294E-1,1.091243712E-1
1.912066471E0,-1.565638185E-2,-2.699995041E-2,1.195363998E-1,1.235437999E-1
1.917066471E0,-1.256978512E-2,-4.739046097E-2,1.015396118E-1,1.127570311E-1
1.922066471E0,-1.690128446E-2,-7.033395767E-2,6.329441071E-2,9.611816397E-2
1.927066471E0,-1.253530383E-2,-8.631825447E-2,2.473068237E-2,9.066190792E-2
1.932066471E0,-1.268500090E-2,-1.065714359E-1,-1.142120361E-2,1.079297183E-1
1.937066471E0,1.328909397E-2,-1.191973686E-1,-1.486015320E-2,1.208529555E-1
1.942066471E0,3.233742714E-2,-1.344832182E-1,-2.462100983E-2,1.404907089E-1
1.947066471E0,3.092259169E-2,-1.427806616E-1,-3.016376495E-2,1.491723055E-1
1.952066471E0,3.003382683E-2,-1.533720493E-1,-2.552795410E-2,1.583562209E-1
1.957066471E0,3.569617867E-2,-1.741552353E-1,-3.578567505E-2,1.813418807E-1
1.962066471E0,5.822768807E-2,-1.882133484E-1,-5.960845947E-2,2.058346341E-1
1.967066471E0,5.870983005E-2,-1.873496771E-1,-3.492069244E-2,1.994146444E-1
1.972066471E0,6.720978022E-2,-1.861166954E-1,2.288055420E-2,1.991986411E-1
1.977066471E0,7.562464476E-2,-1.852271557E-1,8.026790619E-2,2.155716189E-1
1.982066471E0,6.304943562E-2,-1.895246506E-1,1.589584351E-1,2.552696782E-1
1.987066471E0,4.366108775E-2,-1.706025600E-1,2.104206085E-1,2.743872383E-1
1.992066471E0,2.117213607E-2,-1.741801500E-1,2.359457016E-1,2.940363211E-1
1.997066471E0,-1.097679138E-2,-1.607695818E-1,2.213726044E-1,2.738123050E-1
2.002066471E0,-4.208689928E-2,-1.413577795E-1,1.701965332E-1,2.252114314E-1
2.007066471E0,-6.610137224E-2,-1.124030352E-1,8.720302582E-2,1.568700145E-1
2.012066471E0,-8.177781105E-2,-8.080840111E-2,4.662418365E-2,1.240621722E-1
2.017066471E0,-8.542183042E-2,-7.719159126E-2,1.988887787E-2,1.168374869E-1
2.022066471E0,-6.537023187E-2,-5.143415928E-2,2.195262909E-2,8.602707643E-2
2.027066471E0,-5.489456654E-2,-1.767230034E-2,2.743721008E-2,6.386332384E-2
2.032066471E0,-3.074377775E-2,5.204439163E-3,2.876567841E-2,4.242322844E-2
2.037066471E0,1.271456480E-3,3.690385818E-2,4.589653015E-2,5.890672992E-2
2.042066471E0,1.800945401E-2,6.684386730E-2,2.801418304E-2,7.468090440E-2
2.047066471E0,5.058121681E-2,7.942855358E-2,4.345703125E-2,1.037105018E-1
2.052066471E0,7.107988000E-2,9.916985035E-2,2.733135223E-2,1.250360403E-1
2.057066471E0,8.450651169E-2,8.544385433E-2,7.207870483E-3,1.203908475E-1
2.062066471E0,9.245738387E-2,9.003579617E-2,1.610279083E-2,1.300542667E-1
2.067066471E0,9.164136648E-2,6.843280792E-2,-1.848983765E-2,1.158579447E-1
2.072066471E0,7.719510794E-2,5.656611919E-2,1.605033875E-3,9.571513289E-2
2.077066471E0,7.449007034E-2,3.165340424E-2,4.912376404E-3,8.108538722E-2
2.082066471E0,5.138897896E-2,1.670241356E-3,8.506774902E-3,5.211508499E-2
2.087066471E0,3.803464770E-2,3.834962845E-4,2.305793762E-2,4.447977049E-2
2.092066471E0,2.537056804E-2,-3.232622147E-2,4.459095001E-2,6.063829763E-2
2.097066471E0,1.834616065E-2,-3.721845150E-2,7.492923737E-2,8.565153446E-2
2.102066471E0,9.839236736E-3,-5.495417118E-2,9.367752075E-2,1.090515906E-1
2.107066471E0,-7.441639900E-4,-6.689321995E-2,9.114551544E-2,1.130608758E-1
2.112066471E0,9.182095528E-3,-5.526459217E-2,1.151275635E-1,1.280345340E-1
2.117066471E0,-1.863667369E-2,-5.816781521E-2,8.777141571E-2,1.069328843E-1
2.122066471E0,-7.380992174E-3,-3.840970993E-2,6.081581116E-2,7.230731463E-2
2.127066471E0,-1.192680001E-2,-1.972818375E-2,1.783847809E-2,2.914894669E-2
2.132066471E0,-1.735505462E-2,-1.373112202E-2,-1.441192627E-2,2.640918877E-2
2.137066471E0,-1.876303554E-2,8.885502815E-3,-4.248619080E-2,4.728720832E-2
2.142066471E0,-2.375292778E-2,3.671133518E-2,-4.605674744E-2,6.350706806E-2
2.147066471E0,-2.248919010E-2,4.552567005E-2,-8.090686798E-2,9.552105313E-2
2.152066471E0,-1.830306649E-2,6.340920925E-2,-8.221817017E-2,1.054303446E-1
2.157066471E0,-9.440332651E-3,7.095181942E-2,-9.108829498E-2,1.158462690E-1
2.162066471E0,-1.390016079E-2,7.454192638E-2,-9.126377106E-2,1.186540735E-1
2.167066471E0,-1.393064857E-2,8.128356934E-2,-9.033966064E-2,1.223206274E-1
2.172066471E0,-5.478799343E-3,9.099674225E-2,-8.438873291E-2,1.242251286E-1
2.177066471E0,-1.265156269E-2,8.458185196E-2,-7.966423035E-2,1.168783184E-1
2.182066471E0,-1.545715332E-2,9.894084930E-2,-8.675670624E-2,1.324950615E-1
2.187066471E0,-2.571776509E-2,9.564232826E-2,-7.373332977E-2,1.234725164E-1
2.192066471E0,-3.631106019E-2,9.447312355E-2,-7.574558258E-2,1.264162072E-1
2.197066471E0,-3.141966462E-2,9.375309944E-2,-7.019424438E-2,1.212603436E-1
2.202066471E0,-1.941064000E-2,9.068143368E-2,-6.325340271E-2,1.122536784E-1
2.207066471E0,-2.424174547E-2,8.464896679E-2,-4.480934143E-2,9.879770686E-2
2.212066471E0,-1.782315969E-2,9.195387363E-2,-1.995086670E-2,9.576647106E-2
2.217066471E0,-1.981398463E-2,8.720505238E-2,-1.046848297E-2,9.003834896E-2
2.222066471E0,-3.854769468E-2,8.610916138E-2,8.802413940E-3,9.475333730E-2
2.227066471E0,-3.461581469E-2,9.028828144E-2,1.274013519E-2,9.753224819E-2
2.232066471E0,-3.361812234E-2,9.831380844E-2,2.279663086E-2,1.063741955E-1
2.237066471E0,-4.138955474E-2,9.825456142E-2,6.595611572E-3,1.068202049E-1
2.242066471E0,-4.289653897E-2,1.007478237E-1,-5.301475525E-3,1.096282020E-1
2.247066471E0,-4.801115394E-2,8.247721195E-2,-8.206367493E-3,9.578572890E-2
2.252066471E0,-3.098165989E-2,7.451415062E-2,1.634407043E-2,8.233681151E-2
2.257066471E0,-3.042206168E-2,6.637263298E-2,4.417037964E-2,8.533376051E-2
2.262066471E0,-2.138203382E-2,4.790437222E-2,9.315776825E-2,1.069130022E-1
2.267066471E0,-9.371936321E-3,3.022122383E-2,1.217870712E-1,1.258302280E-1
2.272066471E0,-4.981309175E-3,2.118229866E-2,1.167488098E-1,1.187593694E-1
2.277066471E0,-1.735296845E-2,2.216017246E-2,8.966541290E-2,9.397917338E-2
2.282066471E0,-9.701937437E-3,1.842355728E-2,5.564975739E-2,5.941759462E-2
2.287066471E0,-3.080922365E-2,2.942442894E-2,1.997947693E-3,4.264970194E-2
2.292066471E0,-3.964877129E-2,7.533907890E-3,-3.633213043E-2,5.430293302E-2
2.297066471E0,-5.291432142E-2,2.715229988E-2,-9.146213531E-2,1.090985563E-1
2.302066471E0,-4.649990797E-2,3.331708908E-2,-1.219921112E-1,1.347380609E-1
2.307066471E0,-5.777966976E-2,3.872966766E-2,-1.458988190E-1,1.616321217E-1
2.312066471E0,-5.263781548E-2,2.500438690E-2,-1.332712173E-1,1.454550664E-1
2.317066471E0,-4.195696115E-2,3.612625599E-2,-1.225423813E-1,1.344698039E-1
2.322066471E0,-4.389390349E-2,3.241014481E-2,-1.068553925E-1,1.199798614E-1
2.327066471E0,-3.205424547E-2,1.542305946E-2,-9.190559387E-2,9.854939676E-2
2.332066471E0,-2.928450704E-2,-4.392266273E-3,-6.279659271E-2,6.942828251E-2
2.337066471E0,-1.879361272E-2,-1.062536240E-2,-2.999305725E-2,3.695513074E-2
2.342066471E0,-2.236843109E-3,-5.336546898E-2,-1.460552216E-2,5.537326091E-2
2.347066471E0,1.099795103E-3,-7.640910149E-2,2.083206177E-2,7.920565091E-2
2.352066471E0,1.609045267E-2,-8.295309544E-2,4.165649414E-2,9.420924696E-2
2.357066471E0,3.613814712E-2,-9.904885292E-2,5.782318115E-2,1.202504105E-1
2.362066471E0,2.940431237E-2,-1.243665218E-1,7.849311829E-2,1.499760479E-1
2.367066471E0,4.514837265E-2,-1.274061203E-1,8.678531647E-2,1.606312118E-1
2.372066471E0,5.222445726E-2,-1.394183636E-1,7.636833191E-2,1.673230294E-1
2.377066471E0,6.583333015E-2,-1.452442408E-1,5.700492859E-2,1.693501660E-1
2.382066471E0,6.595635414E-2,-1.383280754E-1,5.653476715E-2,1.633434327E-1
2.387066471E0,6.480720639E-2,-1.446654797E-1,4.091072083E-2,1.637124372E-1
2.392066471E0,8.981683850E-2,-1.538689137E-1,5.100250244E-2,1.853212409E-1
2.397066471E0,8.917209506E-2,-1.565608978E-1,5.833911896E-2,1.893843448E-1
2.402066471E0,8.540391922E-2,-1.535292864E-1,5.580234528E-2,1.843338627E-1
2.407066471E0,8.810678124E-2,-1.554729939E-1,3.908538818E-2,1.829271010E-1
2.412066471E0,8.995220065E-2,-1.472623348E-1,2.487087250E-2,1.743449281E-1
2.417066471E0,9.456026554E-2,-1.260495186E-1,2.581787109E-2,1.596768218E-1
2.422066471E0,6.483238935E-2,-1.237366199E-1,2.326011658E-2,1.416157578E-1
2.427066471E0,7.561472058E-2,-1.052058935E-1,1.148128510E-2,1.300680049E-1
2.432066471E0,5.341354012E-2,-8.193349838E-2,7.705688477E-4,9.780949955E-2
2.437066471E0,5.451059341E-2,-6.356906891E-2,1.084899902E-2,8.444010952E-2
2.442066471E0,3.543287516E-2,-1.852631569E-2,1.197242737E-2,4.173789683E-2
2.447066471E0,3.407385945E-2,-2.197051048E-2,1.185131073E-2,4.223961168E-2
2.452066471E0,3.199002147E-2,6.889939308E-3,1.861763000E-2,3.764902235E-2
2.457066471E0,2.475187182E-2,1.408910751E-2,1.525878906E-2,3.231081480E-2
2.462066471E0,1.655533910E-2,4.540967941E-2,1.310634613E-2,5.007888323E-2
2.467066471E0,3.003573418E-2,4.457211494E-2,2.573299408E-2,5.959031584E-2
2.472066471E0,3.201121092E-2,2.883350849E-2,2.689647675E-2,5.078886982E-2
2.477066471E0,1.440611482E-2,2.975702286E-2,1.664161682E-2,3.701297021E-2
2.482066471E0,2.041637897E-2,2.483892441E-2,-1.926040649E-2,3.748018082E-2
2.487066471E0,2.369347215E-2,3.311204910E-2,-4.968070984E-2,6.423364654E-2
2.492066471E0,1.157113910E-2,4.770338535E-2,-7.116413116E-2,8.645136088E-2
2.497066471E0,3.033149242E-2,3.936398029E-2,-9.010982513E-2,1.029043389E-1
2.502066471E0,2.609103918E-3,6.505525112E-2,-1.178951263E-1,1.346783351E-1
2.507066471E0,1.629301906E-2,8.823740482E-2,-1.117086411E-1,1.432833646E-1
2.512066471E0,9.901463985E-3,1.184328794E-1,-1.218118668E-1,1.701837736E-1
2.517066471E0,-4.269063473E-3,1.344808340E-1,-1.147251129E-1,1.768196006E-1
2.522066471E0,-4.020303488E-3,1.451882124E-1,-8.804225922E-2,1.698446916E-1
2.527066471E0,-1.073041558E-2,1.612603664E-1,-6.883239746E-2,1.756643007E-1
2.532066471E0,-1.414927840E-2,1.514177322E-1,-2.622413635E-2,1.543218618E-1
2.537066471E0,-1.786196232E-2,1.321972609E-1,9.408950806E-3,1.337299287E-1
2.542066471E0,-1.235145330E-2,1.072789431E-1,5.438613892E-2,1.209098099E-1
2.547066471E0,-2.207815647E-2,6.491065025E-2,7.004451752E-2,9.801567193E-2
2.552066471E0,8.333325386E-4,3.714203835E-2,9.900188446E-2,1.057430782E-1
2.557066471E0,6.213456392E-3,1.539063454E-2,1.207847595E-1,1.219197966E-1
2.562066471E0,2.039402723E-3,-1.071846485E-2,9.977436066E-2,1.003691571E-1
2.567066471E0,2.022624016E-3,-1.456713676E-2,8.800601959E-2,8.922640846E-2
2.572066471E0,6.813168526E-3,-5.427598953E-3,7.013034821E-2,7.066925665E-2
2.577066471E0,-1.167958975E-2,-2.084445953E-2,9.113597870E-2,9.421608633E-2
2.582066471E0,-2.111601830E-2,-2.527081966E-2,8.506965637E-2,9.122141739E-2
2.587066471E0,-3.446358442E-2,-2.535140514E-2,8.839797974E-2,9.820710369E-2
2.592066471E0,-4.508620501E-2,-1.035451889E-2,5.608272552E-2,7.269975272E-2
2.597066471E0,-4.615592957E-2,-2.731204033E-2,4.500675201E-2,7.001374942E-2
2.602066471E0,-5.300101638E-2,-4.362702370E-2,2.191162109E-2,7.205930941E-2
2.607066471E0,-5.035313964E-2,-3.127646446E-2,1.091957092E-3,5.928615581E-2
2.612066471E0,-4.309275746E-2,-4.158556461E-2,-6.924629211E-3,6.028511773E-2
2.617066471E0,-2.910673618E-2,-5.835199356E-2,-1.481437683E-2,6.687019519E-2
2.622066471E0,-2.610710263E-2,-6.534826756E-2,-2.553749084E-2,7.486080629E-2
2.627066471E0,-1.169008017E-2,-7.189917564E-2,-1.085186005E-2,7.364721515E-2
2.632066471E0,-2.230411768E-2,-8.352577686E-2,-2.538681030E-3,8.648973331E-2
2.637066471E0,-1.691800356E-2,-8.475589752E-2,-2.809715271E-2,9.088031140E-2
2.642066471E0,-9.684771299E-3,-1.026264429E-1,-4.297256470E-2,1.116808976E-1
2.647066471E0,-1.833236217E-2,-9.121358395E-2,-2.486419678E-2,9.630276050E-2
2.652066471E0,-6.754398346E-3,-8.415234089E-2,3.443241119E-2,9.117471862E-2
2.657066471E0,-8.217275143E-3,-7.725310326E-2,7.406520844E-2,1.073369492E-1
2.662066471E0,-3.429770470E-3,-7.331061363E-2,1.385517120E-1,1.567889866E-1
2.667066471E0,-1.913490891E-2,-6.460332870E-2,1.751527786E-1,1.876652090E-1
2.672066471E0,-6.508848071E-2,-4.739415646E-2,2.029666901E-1,2.183533688E-1
2.677066471E0,-8.536589146E-2,-2.483165264E-2,1.715936661E-1,1.932571671E-1
2.682066471E0,-9.791532159E-2,1.219558716E-2,1.001987457E-1,1.406269220E-1
2.687066471E0,-1.202619672E-1,2.128612995E-2,4.769134521E-2,1.311125642E-1
2.692066471E0,-1.271532178E-1,3.615760803E-2,-6.912231445E-3,1.323748177E-1
2.697066471E0,-9.967586398E-2,4.474854469E-2,-3.324508667E-2,1.142057175E-1
2.702066471E0,-9.874355793E-2,3.986108303E-2,-5.152034760E-2,1.182943041E-1
2.707066471E0,-6.589719653E-2,6.667613983E-2,-8.463001251E-2,1.262948421E-1
2.712066471E0,-4.795137048E-2,6.690526009E-2,-1.105442047E-1,1.378247763E-1
2.717066471E0,-2.114740014E-2,8.412814140E-2,-1.008453369E-1,1.330208205E-1
2.722066471E0,2.850157022E-2,9.510052204E-2,-1.147871017E-1,1.517647111E-1
2.727066471E0,3.838166595E-2,9.816706181E-2,-7.928562164E-2,1.318944051E-1
2.732066471E0,3.972601891E-2,9.469258785E-2,-5.833911896E-2,1.181029025E-1
2.737066471E0,4.725340009E-2,1.034958363E-1,-3.470897675E-2,1.189495061E-1
2.742066471E0,3.791484237E-2,8.184683323E-2,3.695487976E-3,9.027788219E-2
2.747066471E0,1.065513492E-2,6.083881855E-2,1.013660431E-2,6.259108954E-2
2.752066471E0,2.261209488E-2,3.162622452E-2,2.930259705E-2,4.868436202E-2
2.757066471E0,-3.888994455E-3,-6.432056427E-3,4.094982147E-2,4.163392254E-2
2.762066471E0,-3.281742334E-3,-4.267215729E-2,6.892395020E-2,8.113072014E-2
2.767066471E0,-3.601109982E-2,-8.877980709E-2,1.138744354E-1,1.488154579E-1
2.772066471E0,-1.170578599E-2,-9.990608692E-2,1.259899139E-1,1.612194469E-1
2.777066471E0,-8.874714375E-3,-1.248022318E-1,1.294050217E-1,1.800000479E-1
2.782066471E0,-9.945273399E-3,-1.369417906E-1,1.484918594E-1,2.022419214E-1
2.787066471E0,-8.716553450E-3,-1.366933584E-1,1.180152893E-1,1.808000582E-1
2.792066471E0,2.073138952E-3,-1.435352564E-1,9.370517731E-2,1.714273257E-1
2.797066471E0,1.449626684E-2,-1.510412693E-1,5.767726898E-2,1.623276752E-1
2.802066471E0,1.900944114E-2,-1.506952047E-1,3.713607788E-2,1.563633329E-1
2.807066471E0,1.530766487E-2,-1.357979774E-1,-8.271217346E-3,1.369081017E-1
2.812066471E0,2.602210641E-2,-1.161342859E-1,-5.168247223E-2,1.297513018E-1
2.817066471E0,2.310198545E-2,-9.305214882E-2,-8.105754852E-2,1.255497125E-1
2.822066471E0,9.667187929E-3,-8.140313625E-2,-9.468460083E-2,1.252401643E-1
2.827066471E0,2.585127950E-2,-7.003962994E-2,-1.029195786E-1,1.271466793E-1
2.832066471E0,1.273602247E-2,-4.657065868E-2,-9.312725067E-2,1.048986050E-1
2.837066471E0,4.092037678E-3,-3.368353844E-2,-8.996677399E-2,9.615272204E-2
2.842066471E0,3.015249968E-3,-2.674555779E-2,-8.343505859E-2,8.766884051E-2
2.847066471E0,1.489162445E-3,-2.291250229E-2,-6.465148926E-2,6.860769220E-2
2.852066471E0,9.804546833E-3,-1.211309433E-2,-3.399467468E-2,3.739644501E-2
2.857066471E0,-4.915952682E-3,-5.439400673E-3,-4.092407227E-2,4.157563423E-2
2.862066471E0,-3.841966391E-3,-3.464341164E-3,-2.087879181E-2,2.151014442E-2
2.867066471E0,-1.557618380E-3,1.348841190E-2,-2.700805664E-3,1.384405222E-2
2.872066471E0,9.139567614E-3,1.306700706E-2,9.556770325E-3,1.859059517E-2
2.877066471E0,1.079744101E-2,2.683198452E-2,3.321647644E-2,4.404400564E-2
2.882066471E0,-1.597315073E-3,2.733182907E-2,2.039241791E-2,3.413840951E-2
2.887066471E0,1.063224673E-2,4.429960251E-2,2.581214905E-2,5.236188014E-2
2.892066471E0,1.574665308E-2,5.036544800E-2,1.012992859E-2,5.373314516E-2
2.897066471E0,1.684251428E-2,5.643773079E-2,3.499984741E-2,6.851187534E-2
2.902066471E0,2.786704898E-2,6.765484810E-2,2.849292755E-2,7.852132074E-2
2.907066471E0,3.110572696E-2,8.101630211E-2,6.152915955E-2,1.063816005E-1
2.912066471E0,2.034965158E-2,7.788228989E-2,6.456661224E-2,1.031920870E-1
2.917066471E0,1.262310147E-2,8.731937408E-2,5.218887329E-2,1.025070450E-1
2.922066471E0,2.347263694E-2,9.328067303E-2,3.662967682E-2,1.029270706E-1
2.927066471E0,2.194359899E-2,1.079424620E-1,1.520252228E-2,1.111944842E-1
2.932066471E0,1.296725869E-2,9.318983555E-2,-6.654739380E-3,9.432274807E-2
2.937066471E0,1.362338662E-2,8.967196941E-2,1.606750488E-2,9.211310154E-2
2.942066471E0,8.546382189E-3,7.270896435E-2,4.709148407E-2,8.704735503E-2
2.947066471E0,5.327582359E-3,5.387198925E-2,8.626079559E-2,1.018405578E-1
2.952066471E0,2.007648349E-2,5.215322971E-2,1.036729813E-1,1.177756834E-1
2.957066471E0,2.705517411E-2,2.944505215E-2,1.126718521E-1,1.195572658E-1
2.962066471E0,1.419779658E-2,3.537511826E-2,8.877086639E-2,9.660871151E-2
2.967066471E0,9.675085545E-3,2.739167213E-2,6.290912628E-2,6.929263418E-2
