"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.586270664E2,-3.295361996E-3,3.599405289E-2,3.389549255E-2,4.955134377E-2
1.586320664E2,3.984957933E-3,5.227231979E-2,1.344108582E-2,5.411966458E-2
1.586370664E2,1.072096825E-2,4.306149483E-2,1.497650146E-2,4.683510535E-2
1.586420664E2,1.706102490E-2,6.393790245E-2,7.434844971E-3,6.659137227E-2
1.586470664E2,2.387446165E-2,5.617868900E-2,1.610660553E-2,6.313048201E-2
1.586520664E2,2.681025863E-2,7.824015617E-2,7.990837097E-3,8.309130811E-2
1.586570664E2,1.871606708E-2,6.811177731E-2,1.274204254E-2,7.177649352E-2
1.586620664E2,2.144268155E-2,5.569434166E-2,6.901741028E-3,6.007730282E-2
1.586670664E2,2.652025223E-2,7.404828072E-2,1.074600220E-2,7.938481101E-2
1.586720664E2,-3.043711185E-4,6.637954712E-2,4.020690918E-3,6.650190127E-2
1.586770664E2,-9.889125824E-3,5.568349361E-2,-2.406692505E-2,6.146269724E-2
1.586820664E2,2.243578434E-3,4.425215721E-2,-3.506469727E-2,5.650504452E-2
1.586870664E2,-1.467376947E-3,4.532313347E-2,-2.497673035E-2,5.177042284E-2
1.586920664E2,-2.416878939E-3,9.238004684E-3,-7.569313049E-3,1.218509476E-2
1.586970664E2,3.840774298E-3,1.590847969E-3,2.044296265E-2,2.086137738E-2
1.587020664E2,8.027225733E-3,2.272009850E-3,2.406501770E-2,2.547005023E-2
1.587070664E2,5.595922470E-3,-1.120865345E-2,3.227329254E-2,3.461955621E-2
1.587120664E2,7.964700460E-3,-1.973533630E-2,-4.310607910E-4,2.128628117E-2
1.587170664E2,-3.184080124E-4,-2.455437183E-2,-2.319240570E-2,3.377730365E-2
1.587220664E2,-1.718035340E-2,-4.451215267E-2,-4.775905609E-2,6.750869364E-2
1.587270664E2,-3.594878316E-2,-4.748022556E-2,-5.682277679E-2,8.231351525E-2
1.587320664E2,-4.419019818E-2,-3.245317936E-2,-6.786441803E-2,8.724426457E-2
1.587370664E2,-4.903131723E-2,-2.589547634E-2,-7.301712036E-2,9.168503493E-2
1.587420664E2,-5.983391404E-2,-2.050900459E-2,-9.209346771E-2,1.117225283E-1
1.587470664E2,-5.799892545E-2,5.723834038E-3,-1.088266373E-1,1.234498870E-1
1.587520664E2,-6.231734157E-2,8.905887604E-3,-7.494640350E-2,9.787609152E-2
1.587570664E2,-4.897648096E-2,-4.649639130E-3,-6.333923340E-2,8.020083116E-2
1.587620664E2,-5.228474736E-2,-4.131436348E-3,-4.225063324E-2,6.734893898E-2
1.587670664E2,-5.200168490E-2,-1.104497910E-2,-1.932907104E-2,5.656659600E-2
1.587720664E2,-5.497115850E-2,-1.104116440E-2,-1.407718658E-2,5.780919270E-2
1.587770664E2,-4.824623466E-2,-1.910090446E-2,1.326942444E-2,5.355951208E-2
1.587820664E2,-5.342215300E-2,-3.257381916E-2,2.441978455E-2,6.716625643E-2
1.587870664E2,-5.862379074E-2,-4.294240475E-2,2.839469910E-2,7.801959948E-2
1.587920664E2,-5.052295327E-2,-5.785298347E-2,5.046463013E-2,9.190329373E-2
1.587970664E2,-3.338876367E-2,-6.253087521E-2,4.383468628E-2,8.334506353E-2
1.588020664E2,-1.766791940E-2,-5.524945259E-2,5.248069763E-2,7.822327666E-2
1.588070664E2,-3.433376551E-3,-3.683888912E-2,5.834770203E-2,6.908940699E-2
1.588120664E2,6.981551647E-3,-3.531408310E-2,4.472827911E-2,5.741468001E-2
1.588170664E2,1.733189821E-2,-5.364215374E-2,3.972148895E-2,6.896138077E-2
1.588220664E2,3.963035345E-2,-3.662955761E-2,2.249336243E-2,5.846572294E-2
1.588270664E2,5.346080661E-2,-4.303944111E-2,2.878570557E-2,7.442491639E-2
1.588320664E2,4.681849480E-2,-3.440952301E-2,1.314926147E-2,5.957255917E-2
1.588370664E2,3.994467854E-2,-1.917099953E-2,1.746273041E-2,4.762406451E-2
1.588420664E2,4.159560800E-2,-1.896822453E-2,1.144409180E-2,4.712701331E-2
1.588470664E2,2.915582061E-2,-9.992241859E-3,1.044368744E-2,3.254193264E-2
1.588520664E2,4.177597165E-2,-1.527464390E-2,1.458930969E-2,4.681233289E-2
1.588570664E2,3.458505869E-2,6.448030472E-4,1.734733582E-2,3.869718485E-2
1.588620664E2,1.739597321E-2,3.664016724E-3,1.328086853E-2,2.219068208E-2
1.588670664E2,3.008762002E-2,1.770150661E-2,-2.264022827E-3,3.498190981E-2
1.588720664E2,3.167542815E-2,1.648545265E-2,-1.225185394E-2,3.775196449E-2
1.588770664E2,2.307051420E-2,2.527773380E-2,3.848075867E-3,3.443864312E-2
1.588820664E2,1.523882151E-2,2.974343300E-2,1.174545288E-2,3.542385003E-2
1.588870664E2,1.779079437E-2,2.819836140E-2,8.022308350E-3,3.429310982E-2
1.588920664E2,9.444385767E-3,3.335535526E-2,1.260089874E-2,3.688575330E-2
1.588970664E2,7.127702236E-3,3.957319260E-2,-8.769989014E-3,4.115524777E-2
1.589020664E2,-1.010477543E-2,4.008197784E-2,-3.591537476E-3,4.149181336E-2
1.589070664E2,3.433823586E-3,2.957439423E-2,-1.188945770E-2,3.205924426E-2
1.589120664E2,9.628146887E-3,3.595626354E-2,-1.549720764E-2,4.032018781E-2
1.589170664E2,1.278182864E-2,5.163395405E-2,-1.465511322E-2,5.517438443E-2
1.589220664E2,5.290091038E-3,4.885900021E-2,-3.622341156E-2,6.105180185E-2
1.589270664E2,1.333782077E-2,4.568397999E-2,-1.006889343E-2,4.864469247E-2
1.589320664E2,5.611270666E-3,4.744434357E-2,-1.783370972E-2,5.099503208E-2
1.589370664E2,1.248210669E-2,3.899896145E-2,-2.911853790E-2,5.024550956E-2
1.589420664E2,1.557752490E-2,4.368758202E-2,-8.602142334E-3,4.717267172E-2
1.589470664E2,1.935651898E-2,3.590047359E-2,-2.256584167E-2,4.661261677E-2
1.589520664E2,1.228246093E-2,3.501808643E-2,-1.324558258E-2,3.940267354E-2
1.589570664E2,2.965569496E-3,2.937304974E-2,-1.518058777E-2,3.319670011E-2
1.589620664E2,3.214120865E-3,2.085828781E-2,-1.488780975E-2,2.582722638E-2
1.589670664E2,5.005061626E-3,2.512657642E-2,-5.249977112E-3,2.615258581E-2
1.589720664E2,7.861852646E-5,1.729202271E-2,-3.508567810E-3,1.764455378E-2
1.589770664E2,1.483768225E-3,5.354166031E-3,-3.526687622E-3,6.580743698E-3
1.589820664E2,-1.365831494E-2,7.289052010E-3,-1.122474670E-2,1.912262495E-2
1.589870664E2,-1.348733902E-2,-3.801941872E-3,-1.103115082E-2,1.783393855E-2
1.589920664E2,-2.184391022E-3,-2.045571804E-2,-1.479530334E-2,2.533986909E-2
1.589970664E2,-5.102753639E-3,-1.902770996E-2,1.282691956E-3,1.974176131E-2
1.590020664E2,-9.224504232E-3,-1.074600220E-2,-2.423095703E-2,2.806612407E-2
1.590070664E2,-1.309359074E-2,-2.159416676E-2,-2.442646027E-2,3.513405922E-2
1.590120664E2,-1.663902402E-2,-2.676784992E-2,-1.820278168E-2,3.639665054E-2
1.590170664E2,-1.052224636E-2,-2.994024754E-2,-1.093387604E-2,3.356613973E-2
1.590220664E2,-2.000588179E-2,-3.495538235E-2,6.126403809E-3,4.073876391E-2
1.590270664E2,-1.074558496E-2,-2.029728889E-2,3.248214722E-3,2.319479320E-2
1.590320664E2,-1.816353202E-2,-3.801429272E-2,1.625442505E-2,4.515757611E-2
1.590370664E2,-2.767059207E-2,-2.843272686E-2,1.699924469E-2,4.316313175E-2
1.590420664E2,-2.928534150E-2,-2.423274517E-2,1.423168182E-2,4.058815015E-2
1.590470664E2,-2.544566989E-2,-2.273690701E-2,2.432632446E-2,4.190726808E-2
1.590520664E2,-2.199169993E-2,-1.299417019E-2,1.465129852E-2,2.944730672E-2
1.590570664E2,-2.856394649E-2,-1.448941231E-2,-1.188468933E-2,3.416266893E-2
1.590620664E2,-1.333305240E-2,-2.007150650E-2,-2.166652679E-2,3.240484598E-2
1.590670664E2,-5.034327507E-3,-1.499748230E-2,-4.279899597E-2,4.562919005E-2
1.590720664E2,5.988121033E-3,-7.982611656E-3,-5.943870544E-2,6.027055158E-2
1.590770664E2,1.418384910E-2,-2.959966660E-4,-4.551696777E-2,4.767665618E-2
1.590820664E2,2.875140309E-2,1.305997372E-2,-4.827690125E-2,5.768765281E-2
1.590870664E2,2.966853976E-2,6.863832474E-3,-4.668045044E-2,5.573507783E-2
1.590920664E2,3.103169799E-2,2.092945576E-2,8.594512939E-3,3.840408899E-2
1.590970664E2,2.370026708E-2,2.645540237E-2,2.670955658E-2,4.444087518E-2
1.591020664E2,2.293890715E-2,4.855155945E-3,4.427337646E-2,5.009888086E-2
1.591070664E2,2.267557383E-2,1.203131676E-2,3.993511200E-2,4.747364955E-2
1.591120664E2,1.745986938E-2,1.961827278E-3,5.170154572E-2,5.460536269E-2
1.591170664E2,2.353250980E-3,-5.334138870E-3,7.030868530E-2,7.054999686E-2
1.591220664E2,1.078128815E-2,7.918357849E-3,5.946922302E-2,6.095510686E-2
1.591270664E2,1.473158598E-3,-3.499507904E-3,6.376647949E-2,6.387942281E-2
1.591320664E2,-1.474618912E-3,2.308011055E-3,3.338432312E-2,3.349648409E-2
1.591370664E2,7.393717766E-3,-4.393458366E-3,1.140213013E-2,1.428209054E-2
1.591420664E2,2.973645926E-3,-1.088142395E-3,-2.360439301E-2,2.381583492E-2
1.591470664E2,1.157736778E-2,-7.832407951E-3,-2.533531189E-2,2.893544691E-2
1.591520664E2,8.868962526E-3,-8.600711823E-3,-6.599044800E-2,6.713694934E-2
1.591570664E2,1.879587770E-2,-8.100152016E-3,-5.678176880E-2,6.035782260E-2
1.591620664E2,1.740175486E-2,-9.658932686E-3,-4.737854004E-2,5.138912442E-2
1.591670664E2,1.226940751E-2,-1.779317856E-2,-2.753829956E-2,3.500704938E-2
1.591720664E2,-6.040632725E-4,-7.653236389E-3,1.019859314E-2,1.276511738E-2
1.591770664E2,-4.217624664E-3,-6.243467331E-3,1.168823242E-2,1.390625828E-2
1.591820664E2,-1.977482438E-2,-2.224433422E-2,-3.614330292E-2,4.682085465E-2
1.591870664E2,-2.027553320E-2,-2.272069454E-2,-3.024768829E-2,4.292143816E-2
1.591920664E2,-1.645335555E-2,-2.167880535E-2,-1.196289062E-2,2.972867744E-2
1.591970664E2,-2.170816064E-2,-1.868534088E-2,4.432678223E-3,2.898335451E-2
1.592020664E2,-1.478174329E-2,-3.328859806E-2,1.989650726E-2,4.150303238E-2
1.592070664E2,-4.202175140E-2,-2.104246616E-2,2.096748352E-2,5.146113425E-2
1.592120664E2,-5.753812194E-2,1.692533493E-3,4.296493530E-2,7.182956085E-2
1.592170664E2,-5.667480826E-2,2.583086491E-2,6.001186371E-2,8.649098947E-2
1.592220664E2,-6.808817387E-2,2.931344509E-2,3.885364532E-2,8.369518050E-2
1.592270664E2,-7.021015882E-2,3.177261353E-2,-1.823806763E-2,7.919338661E-2
1.592320664E2,-6.604349613E-2,3.956902027E-2,1.142120361E-2,7.783247804E-2
1.592370664E2,-6.233468652E-2,4.659295082E-2,-1.640892029E-2,7.953470233E-2
1.592420664E2,-6.519824266E-2,4.680681229E-2,1.518249512E-3,8.027448913E-2
1.592470664E2,-4.565292597E-2,5.789506435E-2,6.580352783E-3,7.402249097E-2
1.592520664E2,-1.178771257E-2,5.451381207E-2,-1.891899109E-2,5.889511098E-2
1.592570664E2,9.767293930E-3,5.941569805E-2,-2.066802979E-2,6.366154774E-2
1.592620664E2,2.671778202E-2,4.550957680E-2,-4.327583313E-2,6.824777791E-2
1.592670664E2,4.850834608E-2,3.915178776E-2,-7.696819305E-2,9.904556964E-2
1.592720664E2,5.308151245E-2,3.635859489E-2,-1.027784348E-1,1.212559320E-1
1.592770664E2,4.680159688E-2,3.651380539E-2,-1.302957535E-1,1.431804136E-1
1.592820664E2,6.260517240E-2,3.103983402E-2,-1.199274063E-1,1.388000781E-1
1.592870664E2,3.573641181E-2,3.051757812E-2,-1.134786606E-1,1.228243466E-1
1.592920664E2,3.179815412E-2,2.475214005E-2,-8.452701569E-2,9.364084271E-2
1.592970664E2,1.544657350E-2,9.824872017E-3,-3.679084778E-2,4.109368836E-2
1.593020664E2,2.018108964E-2,1.195776463E-2,-8.623123169E-3,2.499245420E-2
1.593070664E2,-2.053439617E-3,2.157950401E-2,3.619670868E-2,4.219115224E-2
1.593120664E2,7.167607546E-3,-1.366567612E-2,7.418346405E-2,7.577144343E-2
1.593170664E2,4.204213619E-4,-2.463579178E-2,9.607505798E-2,9.918425156E-2
1.593220664E2,8.796155453E-4,-3.185498714E-2,1.069784164E-1,1.116239021E-1
1.593270664E2,5.250424147E-3,-6.554877758E-2,1.296920776E-1,1.454106055E-1
1.593320664E2,-6.085723639E-3,-6.775486469E-2,1.295318604E-1,1.463087850E-1
1.593370664E2,1.009568572E-2,-8.194565773E-2,1.299982071E-1,1.540017777E-1
1.593420664E2,2.945214510E-3,-8.967387676E-2,1.138525009E-1,1.449567881E-1
1.593470664E2,-1.220285892E-3,-9.109961987E-2,9.773635864E-2,1.336152148E-1
1.593520664E2,5.930304527E-3,-9.064102173E-2,8.804416656E-2,1.265019312E-1
1.593570664E2,3.486037254E-3,-9.863877296E-2,5.416870117E-2,1.125877799E-1
1.593620664E2,-7.326662540E-3,-8.868443966E-2,4.850006104E-2,1.013452798E-1
1.593670664E2,-7.168114185E-3,-8.064079285E-2,1.412963867E-2,8.218251652E-2
1.593720664E2,-1.527488232E-3,-7.639408112E-2,4.043579102E-3,7.651626874E-2
1.593770664E2,4.724115133E-3,-7.226872444E-2,-1.202201843E-2,7.341399542E-2
1.593820664E2,-1.046821475E-2,-4.374849796E-2,-1.244354248E-2,4.667286517E-2
1.593870664E2,-1.197618246E-2,-4.135644436E-2,-3.424453735E-2,5.501338723E-2
1.593920664E2,-1.303234696E-2,-2.562856674E-2,-1.754379272E-2,3.368159978E-2
1.593970664E2,-1.043611765E-2,-1.009380817E-2,-1.733303070E-2,2.261042831E-2
1.594020664E2,6.408274174E-3,-1.216173172E-2,-1.284217834E-2,1.881210358E-2
1.594070664E2,-5.615055561E-3,3.018856049E-3,2.936363220E-3,7.018872399E-3
1.594120664E2,9.745150805E-3,1.965963840E-2,1.013660431E-2,2.417064528E-2
1.594170664E2,1.596120000E-2,2.612984180E-2,1.369476318E-2,3.354213882E-2
1.594220664E2,2.610474825E-3,2.967298031E-2,1.110076904E-2,3.178879382E-2
1.594270664E2,5.027979612E-3,2.362596989E-2,1.911926270E-2,3.080605846E-2
1.594320664E2,-8.281916380E-3,4.653501511E-2,2.939319611E-2,5.566019895E-2
1.594370664E2,-8.313596249E-3,4.224181175E-2,1.780605316E-2,4.658907674E-2
1.594420664E2,2.075105906E-3,3.846752644E-2,8.518218994E-3,3.945398217E-2
1.594470664E2,1.800879836E-2,5.535662174E-2,1.543140411E-2,6.022292439E-2
1.594520664E2,1.378890872E-2,6.394815445E-2,1.181316376E-2,6.647594527E-2
1.594570664E2,2.710440755E-2,6.484580040E-2,2.935409546E-3,7.034375144E-2
1.594620664E2,3.697809577E-2,7.343935966E-2,2.556419373E-2,8.610602253E-2
1.594670664E2,3.083947301E-2,6.884610653E-2,9.257316589E-3,7.600366695E-2
1.594720664E2,3.314307332E-2,6.670606136E-2,3.184413910E-2,8.100747575E-2
1.594770664E2,2.808761597E-2,7.636618614E-2,3.418159485E-2,8.825582124E-2
1.594820664E2,-8.673667908E-3,6.381678581E-2,2.756309509E-2,7.005382843E-2
1.594870664E2,2.060654759E-2,7.200980186E-2,2.292633057E-3,7.493528898E-2
1.594920664E2,5.984127522E-3,7.279968262E-2,-3.601074219E-2,8.143940769E-2
1.594970664E2,4.191905260E-3,4.759001732E-2,-4.523086548E-2,6.578915572E-2
1.595020664E2,-1.270115376E-3,2.529835701E-2,-1.435661316E-2,2.911584452E-2
1.595070664E2,-6.703108549E-3,1.767158508E-2,2.404117584E-2,3.058095354E-2
1.595120664E2,1.207590103E-3,7.045388222E-3,3.616428375E-2,3.686395514E-2
1.595170664E2,-1.446753740E-3,-9.467601776E-3,4.292774200E-2,4.398317421E-2
1.595220664E2,-6.847321987E-3,-2.244734764E-2,1.659107208E-2,2.874078822E-2
1.595270664E2,-1.704910398E-2,-2.930235863E-2,-7.958412170E-3,3.482293055E-2
1.595320664E2,-2.686768770E-2,-3.503513336E-2,-2.510166168E-2,5.078805599E-2
1.595370664E2,-3.488999605E-2,-4.273819923E-2,-6.179523468E-2,8.284030738E-2
1.595420664E2,-5.667686462E-2,-4.029595852E-2,-8.020114899E-2,1.061520398E-1
1.595470664E2,-7.013815641E-2,-3.977704048E-2,-9.372711182E-2,1.236379611E-1
1.595520664E2,-6.384173036E-2,-2.214443684E-2,-1.175327301E-1,1.355731731E-1
1.595570664E2,-7.487863302E-2,-1.300811768E-2,-1.027526855E-1,1.278050672E-1
1.595620664E2,-6.515678763E-2,-1.278614998E-2,-1.011877060E-1,1.210282795E-1
1.595670664E2,-6.992059946E-2,1.820802689E-3,-7.536983490E-2,1.028242071E-1
1.595720664E2,-6.363365054E-2,-1.179635525E-2,-6.365108490E-2,9.077365305E-2
1.595770664E2,-4.978361726E-2,-1.120722294E-2,-3.884887695E-2,6.413458999E-2
1.595820664E2,-5.170103908E-2,-2.300286293E-2,-3.325080872E-2,6.563341698E-2
1.595870664E2,-4.906114936E-2,-2.477109432E-2,-5.400657654E-3,5.522472810E-2
1.595920664E2,-5.844995379E-2,-3.921926022E-2,1.952648163E-2,7.304677238E-2
1.595970664E2,-5.204048753E-2,-4.969000816E-2,3.899288177E-2,8.183980744E-2
1.596020664E2,-4.568278790E-2,-5.308651924E-2,3.983211517E-2,8.057104340E-2
1.596070664E2,-2.588200569E-2,-5.245244503E-2,5.071640015E-2,7.741634486E-2
1.596120664E2,-9.160399437E-3,-6.205141544E-2,5.710983276E-2,8.482820330E-2
1.596170664E2,7.577598095E-3,-6.400191784E-2,6.965065002E-2,9.489403843E-2
1.596220664E2,2.349850535E-2,-6.047773361E-2,6.046390533E-2,8.868832993E-2
1.596270664E2,3.104603291E-2,-6.020379066E-2,3.777027130E-2,7.755608270E-2
1.596320664E2,3.378722072E-2,-4.654574394E-2,2.614021301E-2,6.317747462E-2
1.596370664E2,4.767400026E-2,-4.956710339E-2,5.743026733E-3,6.901224815E-2
1.596420664E2,5.107942224E-2,-4.363274574E-2,4.690170288E-3,6.734182634E-2
1.596470664E2,5.694669485E-2,-4.019975662E-2,1.603317261E-2,7.152628266E-2
1.596520664E2,5.081328750E-2,-2.964985371E-2,1.019096375E-2,5.970728392E-2
1.596570664E2,3.467631340E-2,-3.416776657E-2,1.786231995E-3,4.871420335E-2
1.596620664E2,4.670959711E-2,-1.471483707E-2,6.135940552E-3,4.935547243E-2
1.596670664E2,4.405376315E-2,-4.832148552E-3,7.584571838E-3,4.496231130E-2
1.596720664E2,3.539082408E-2,1.278781891E-2,3.644943237E-3,3.780640624E-2
1.596770664E2,3.376141191E-2,2.006375790E-2,-3.410339355E-3,3.942103156E-2
1.596820664E2,4.635611176E-2,3.833591938E-2,-3.376007080E-3,6.024889407E-2
1.596870664E2,4.220774770E-2,3.226137161E-2,5.257606506E-3,5.338475897E-2
1.596920664E2,3.651270270E-2,4.479336739E-2,-6.122589111E-3,5.811290148E-2
1.596970664E2,2.744987607E-2,4.436624050E-2,-1.741695404E-2,5.500190252E-2
1.597020664E2,1.919481158E-2,4.393601418E-2,-1.241302490E-2,4.952673339E-2
1.597070664E2,1.733270288E-2,5.196380615E-2,-1.613903046E-2,5.710628724E-2
1.597120664E2,2.317503095E-2,5.856382847E-2,-1.570987701E-2,6.491228158E-2
1.597170664E2,2.488031983E-2,7.005715370E-2,-6.237030029E-4,7.434664824E-2
1.597220664E2,1.127901673E-2,5.505526066E-2,-5.315780640E-3,5.644958342E-2
1.597270664E2,7.149904966E-3,6.103742123E-2,-5.902290344E-3,6.173754905E-2
1.597320664E2,1.302874088E-2,5.805540085E-2,7.104873657E-4,5.950363391E-2
1.597370664E2,2.206611633E-2,5.983376503E-2,1.065063477E-2,6.465623673E-2
1.597420664E2,2.598494291E-3,4.853451252E-2,-8.899688721E-3,4.941209910E-2
1.597470664E2,-8.588433266E-3,4.687213898E-2,-2.441310883E-2,5.354211876E-2
1.597520664E2,2.412676811E-3,3.018903732E-2,-6.290435791E-3,3.093167578E-2
1.597570664E2,4.028350115E-3,4.288423061E-2,-1.389217377E-2,4.525789801E-2
1.597620664E2,8.685112000E-3,3.185498714E-2,-4.357051849E-2,5.466773690E-2
1.597670664E2,4.286676645E-3,3.651273251E-2,-4.437446594E-3,3.703034113E-2
1.597720664E2,2.667009830E-4,2.205097675E-2,-1.374340057E-2,2.598456781E-2
1.597770664E2,-8.434921503E-3,1.636695862E-2,-1.043033600E-2,2.116169049E-2
1.597820664E2,-6.200462580E-3,1.312220097E-2,-1.861000061E-2,2.360021223E-2
1.597870664E2,3.649771214E-3,1.814317703E-2,-2.060985565E-2,2.769949192E-2
1.597920664E2,-1.501193643E-2,1.486611366E-2,-1.918792725E-3,2.121417772E-2
1.597970664E2,-1.100882888E-2,1.501035690E-2,-3.928184509E-3,1.902460936E-2
1.598020664E2,-2.587735653E-3,9.851813316E-3,-6.747245789E-3,1.221801650E-2
1.598070664E2,-4.783987999E-3,-1.245737076E-3,-6.758689880E-3,8.373666517E-3
1.598120664E2,-1.515528560E-2,-3.481984138E-3,-1.148033142E-2,1.932886196E-2
1.598170664E2,-1.639175415E-2,-3.945112228E-3,-1.049041748E-3,1.689242443E-2
1.598220664E2,-1.492172480E-2,-7.250070572E-3,6.438255310E-3,1.779529504E-2
1.598270664E2,-1.230588555E-2,-1.511991024E-2,3.606796265E-3,1.982562696E-2
1.598320664E2,-2.392196655E-2,-3.161251545E-2,8.932113647E-3,4.063735069E-2
1.598370664E2,-2.115952969E-2,-2.939176559E-2,1.650238037E-2,3.979861982E-2
1.598420664E2,-2.374991775E-2,-3.571271896E-2,4.012203217E-2,5.873018265E-2
1.598470664E2,-3.177794814E-2,-2.710914612E-2,3.975296021E-2,5.766317401E-2
1.598520664E2,-2.024012804E-2,-2.987468243E-2,3.122329712E-2,4.771848401E-2
1.598570664E2,-2.296510339E-2,-3.124833107E-2,6.630897522E-3,3.934238135E-2
1.598620664E2,-3.345501423E-2,-4.583871365E-2,-1.260852814E-2,5.813261243E-2
1.598670664E2,-1.621842384E-2,-2.696406841E-2,-3.734588623E-2,4.883455207E-2
1.598720664E2,-3.304272890E-3,-2.505469322E-2,-6.479549408E-2,6.954934885E-2
1.598770664E2,-2.865642309E-3,-2.695012093E-2,-6.689167023E-2,7.217351640E-2
1.598820664E2,1.216098666E-2,-1.653528214E-2,-6.842613220E-2,7.143837008E-2
1.598870664E2,1.727190614E-2,-1.584863663E-2,-5.887317657E-2,6.336835918E-2
1.598920664E2,2.779629827E-2,-2.169370651E-2,-4.085063934E-2,5.396318962E-2
1.598970664E2,3.049767017E-2,-7.257103920E-3,1.219081879E-2,3.363613393E-2
1.599020664E2,2.762967348E-2,-8.880257607E-3,4.042816162E-2,4.976639513E-2
1.599070664E2,1.023575664E-2,-9.733200073E-3,3.007698059E-2,3.322846158E-2
1.599120664E2,1.268452406E-2,-8.225321770E-3,3.982353210E-2,4.259655829E-2
1.599170664E2,4.736721516E-3,-1.195049286E-2,4.373741150E-2,4.558741027E-2
1.599220664E2,1.119235158E-2,-1.135969162E-2,6.862258911E-2,7.045119633E-2
1.599270664E2,1.244056225E-2,-8.518099785E-3,6.530666351E-2,6.702451725E-2
1.599320664E2,1.651227474E-2,-9.443163872E-3,6.352519989E-2,6.631198672E-2
1.599370664E2,1.211163402E-2,-1.994252205E-3,3.672790527E-2,3.872476916E-2
1.599420664E2,1.628038287E-2,-6.827354431E-3,6.670951843E-3,1.887234043E-2
1.599470664E2,1.493737102E-2,-2.096438408E-2,-2.020835876E-2,3.272626188E-2
1.599520664E2,1.185891032E-2,-3.146064281E-2,-3.285884857E-2,4.701180415E-2
1.599570664E2,2.189061046E-2,-1.535451412E-2,-4.869174957E-2,5.555039520E-2
1.599620664E2,-8.172184229E-3,-9.014844894E-3,-3.424644470E-2,3.634378899E-2
1.599670664E2,1.132836938E-2,-8.823871613E-3,-2.945137024E-2,3.276546768E-2
1.599720664E2,9.494364262E-3,-7.003545761E-3,-6.761550903E-4,1.181735130E-2
1.599770664E2,3.156185150E-3,4.332065582E-4,1.057243347E-2,1.104198905E-2
1.599820664E2,-3.203690052E-3,-3.140807152E-3,-7.286071777E-3,8.556584684E-3
1.599870664E2,2.820134163E-3,-1.384639740E-2,-3.039932251E-2,3.352304710E-2
1.599920664E2,1.703202724E-3,-2.102160454E-2,-4.075717926E-2,4.589070078E-2
1.599970664E2,-1.152619720E-2,-2.756226063E-2,-2.778816223E-2,4.080089941E-2
1.600020664E2,-9.428232908E-3,-1.676046848E-2,-1.662254333E-3,1.930201982E-2
1.600070664E2,-3.249621391E-2,-1.566958427E-2,1.304626465E-2,3.836332638E-2
1.600120664E2,-2.817296982E-2,-1.916766167E-3,3.991603851E-2,4.889458407E-2
1.600170664E2,-4.568222165E-2,1.319527626E-3,6.706523895E-2,8.115634790E-2
1.600220664E2,-5.756267905E-2,2.452361584E-2,4.027748108E-2,7.441199658E-2
1.600270664E2,-5.711898208E-2,3.205573559E-2,8.717536926E-3,6.607680189E-2
1.600320664E2,-6.696501374E-2,4.959022999E-2,-2.277374268E-3,8.335880523E-2
1.600370664E2,-8.018100262E-2,7.229578495E-2,8.024215698E-3,1.082592340E-1
1.600420664E2,-7.446894050E-2,7.496237755E-2,9.593963623E-4,1.056688298E-1
1.600470664E2,-5.490776896E-2,6.891930103E-2,6.682395935E-3,8.837073929E-2
1.600520664E2,-3.164815903E-2,7.082450390E-2,4.236221313E-3,7.768952242E-2
1.600570664E2,-4.713296890E-3,8.113777637E-2,-6.819725037E-3,8.156017761E-2
1.600620664E2,2.646833658E-2,7.025420666E-2,-2.017688751E-2,7.773887820E-2
1.600670664E2,4.131874442E-2,5.230557919E-2,-3.275108337E-2,7.426806660E-2
1.600720664E2,7.089537382E-2,4.755747318E-2,-8.454322815E-2,1.201475123E-1
1.600770664E2,5.986428261E-2,4.624772072E-2,-1.210803986E-1,1.427692086E-1
1.600820664E2,4.692587256E-2,3.945231438E-2,-1.286592484E-1,1.425192086E-1
1.600870664E2,3.596124053E-2,5.377197266E-2,-1.293468475E-1,1.446210318E-1
1.600920664E2,2.393516898E-2,4.254984856E-2,-1.083803177E-1,1.188683103E-1
1.600970664E2,1.579895616E-2,2.705609798E-2,-6.016826630E-2,6.783700850E-2
1.601020664E2,1.061871648E-2,2.150404453E-2,-3.136920929E-2,3.948681251E-2
1.601070664E2,6.708711386E-3,7.899522781E-3,5.537033081E-3,1.175023421E-2
1.601120664E2,7.135748863E-3,-1.400804520E-2,5.075740814E-2,5.313622797E-2
1.601170664E2,1.257616282E-2,-1.232516766E-2,6.297492981E-2,6.539045353E-2
1.601220664E2,6.770163774E-3,-3.971767426E-2,1.034069061E-1,1.109789034E-1
1.601270664E2,5.838036537E-3,-4.750180244E-2,1.052761078E-1,1.156441212E-1
1.601320664E2,7.938981056E-3,-7.224655151E-2,1.139965057E-1,1.351953954E-1
1.601370664E2,5.703508854E-3,-9.407949448E-2,1.178007126E-1,1.508657986E-1
1.601420664E2,2.219095826E-2,-9.766447544E-2,1.018095016E-1,1.428144356E-1
1.601470664E2,1.394337416E-2,-9.060382843E-2,1.154479980E-1,1.474167957E-1
1.601520664E2,1.934707165E-2,-1.079719067E-1,8.950519562E-2,1.415747924E-1
