"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.748420830E-1,3.972085714E-1,7.795815945E0,4.493721008E0,9.007000022E0
6.769318230E-1,3.828516304E-1,7.771887779E0,4.522434711E0,9.000068374E0
6.790214580E-1,3.589234054E-1,7.743174076E0,4.551148891E0,8.988800088E0
6.811111460E-1,3.349951804E-1,7.724031448E0,4.584648132E0,8.988430457E0
6.832008850E-1,3.397808075E-1,7.719245911E0,4.603790760E0,8.994281394E0
6.852905730E-1,3.589234054E-1,7.709674358E0,4.589433670E0,8.979465805E0
6.873802600E-1,3.541377485E-1,7.724031448E0,4.622933388E0,9.008750661E0
6.894700000E-1,3.924229145E-1,7.714460373E0,4.637290478E0,9.009514835E0
6.915596870E-1,4.259224236E-1,7.719245911E0,4.670789719E0,9.032410749E0
6.936493750E-1,4.498506486E-1,7.700103283E0,4.742574692E0,9.054610476E0
6.957391140E-1,4.833501875E-1,7.728816986E0,4.852644444E0,9.138730629E0
6.978287500E-1,5.120640397E-1,7.733603001E0,4.957928658E0,9.200645712E0
6.999184890E-1,5.072783828E-1,7.757531166E0,5.087141037E0,9.290620274E0
7.020081770E-1,4.642075896E-1,7.776673794E0,5.240281582E0,9.388966665E0
7.040978640E-1,4.259224236E-1,7.795815945E0,5.355136871E0,9.467504796E0
7.061875520E-1,3.780659735E-1,7.824530125E0,5.422136307E0,9.527106994E0
7.082772390E-1,3.302095234E-1,7.858029366E0,5.465207100E0,9.577377119E0
7.103669790E-1,3.062812984E-1,7.896314621E0,5.417350292E0,9.580880806E0
7.124566660E-1,2.440679073E-1,7.915457249E0,5.417350292E0,9.594879717E0
7.145464060E-1,1.722832322E-1,7.905886173E0,5.407779217E0,9.580020551E0
7.166360410E-1,8.614161611E-2,7.920242786E0,5.388636589E0,9.579930608E0
7.187257290E-1,2.871387079E-2,7.901100159E0,5.340780258E0,9.536883242E0
7.208154690E-1,-2.871387079E-2,7.920242786E0,5.326423168E0,9.544729124E0
7.229051560E-1,-9.571290761E-2,7.901100159E0,5.312066078E0,9.521270435E0
7.249948440E-1,-1.483550072E-1,7.853243828E0,5.316852093E0,9.484954613E0
7.270845310E-1,-2.009970993E-1,7.853243828E0,5.326423168E0,9.491291915E0
7.291742710E-1,-2.584248483E-1,7.819744587E0,5.355136871E0,9.481175018E0
7.312639580E-1,-3.062812984E-1,7.776673794E0,5.374279499E0,9.457977779E0
7.333536460E-1,-3.445664644E-1,7.709674358E0,5.402993679E0,9.420729561E0
7.354433850E-1,-3.589234054E-1,7.652246952E0,5.417350292E0,9.382611236E0
7.375330730E-1,-3.684946895E-1,7.580461979E0,5.450850010E0,9.344033282E0
7.396227600E-1,-3.541377485E-1,7.503891945E0,5.489135265E0,9.303999883E0
7.417124480E-1,-3.637090325E-1,7.436892986E0,5.522634506E0,9.270337288E0
7.438021350E-1,-3.397808075E-1,7.374679565E0,5.541777134E0,9.231069466E0
7.458918230E-1,-3.397808075E-1,7.298109055E0,5.551348686E0,9.175800728E0
7.479815620E-1,-3.254238665E-1,7.245467186E0,5.556134224E0,9.136373621E0
7.500712500E-1,-3.110669553E-1,7.188039303E0,5.575276852E0,9.102108747E0
7.521609370E-1,-2.727817893E-1,7.130611420E0,5.556134224E0,9.043818698E0
7.542506250E-1,-2.775674164E-1,7.077969551E0,5.560919762E0,9.005471961E0
7.563403640E-1,-2.775674164E-1,7.015756130E0,5.603990555E0,8.983461910E0
7.584300000E-1,-2.679961324E-1,6.953542709E0,5.670989513E0,8.976842440E0
7.605197390E-1,-2.632105052E-1,6.915257454E0,5.752345562E0,8.998863533E0
7.626094270E-1,-2.679961324E-1,6.848258495E0,5.766702652E0,8.956859149E0
7.646991660E-1,-2.632105052E-1,6.824330330E0,5.809773445E0,8.966283048E0
7.667888020E-1,-2.488535494E-1,6.786045074E0,5.828916073E0,8.949223342E0
7.688785410E-1,-2.632105052E-1,6.742974281E0,5.910272121E0,8.970412392E0
7.709682290E-1,-2.871387303E-1,6.685546398E0,5.972485542E0,8.969368029E0
7.730579160E-1,-3.110669553E-1,6.628118515E0,6.039484501E0,8.972407187E0
7.751476040E-1,-3.397808075E-1,6.589833736E0,6.116054535E0,8.997081902E0
7.772373440E-1,-3.445664644E-1,6.570691109E0,6.168696880E0,9.019175622E0
7.793270310E-1,-3.493520916E-1,6.541976929E0,6.235695839E0,9.044523847E0
7.814167190E-1,-3.158525825E-1,6.532405853E0,6.312266350E0,9.089378172E0
7.835064060E-1,-2.727817893E-1,6.551548481E0,6.417550564E0,9.175083250E0
7.855961460E-1,-2.153540403E-1,6.527620316E0,6.565905571E0,9.261064751E0
7.876858330E-1,-1.962114573E-1,6.537191391E0,6.642475605E0,9.321794483E0
7.897755210E-1,-1.244267747E-1,6.532405853E0,6.709474564E0,9.365087142E0
7.918652080E-1,-9.571290761E-2,6.527620316E0,6.728617191E0,9.375141452E0
7.939548960E-1,-9.092725813E-2,6.498906136E0,6.781259537E0,9.393057523E0
7.960446350E-1,-5.742774159E-2,6.484549522E0,6.776473522E0,9.379406903E0
7.981343230E-1,-1.914258115E-2,6.460621357E0,6.800402164E0,9.380056735E0
8.002240100E-1,1.914258115E-2,6.422336102E0,6.790830612E0,9.346772055E0
8.023136980E-1,4.785645381E-2,6.360122681E0,6.781259537E0,9.297253985E0
8.044034370E-1,5.264209956E-2,6.293123722E0,6.800402164E0,9.265616384E0
8.064931250E-1,7.657032460E-2,6.240481377E0,6.805187702E0,9.233636905E0
8.085828120E-1,1.004985496E-1,6.183053493E0,6.781259537E0,9.177457783E0
8.106725000E-1,1.052841991E-1,6.135197163E0,6.790830612E0,9.152437347E0
8.127621870E-1,1.004985496E-1,6.058627129E0,6.848258495E0,9.144162458E0
8.148519270E-1,8.135596663E-2,5.991627693E0,6.910471916E0,9.146630162E0
8.169416140E-1,5.742774159E-2,5.905486107E0,6.953542709E0,9.123037888E0
8.190313020E-1,3.828516230E-2,5.833701611E0,6.987041950E0,9.102323629E0
8.211210410E-1,9.571290575E-3,5.766702652E0,7.025327206E0,9.089013887E0
8.232107290E-1,0.000000000E0,5.714060307E0,7.058826923E0,9.081713645E0
8.253003640E-1,9.571290575E-3,5.666203976E0,7.130611420E0,9.107775707E0
8.273901040E-1,2.392822690E-2,5.632704735E0,7.178467751E0,9.124600508E0
8.294797910E-1,1.435693540E-2,5.599205017E0,7.226324558E0,9.141721368E0
8.315694790E-1,4.785645287E-3,5.570491314E0,7.278966427E0,9.165901408E0
8.336592190E-1,2.392822690E-2,5.565705299E0,7.274180889E0,9.159222437E0
8.357489060E-1,1.435693540E-2,5.541777134E0,7.326822758E0,9.186611543E0
8.378385940E-1,9.571290575E-3,5.551348686E0,7.326822758E0,9.192382475E0
8.399282810E-1,3.349951655E-2,5.565705299E0,7.336394310E0,9.208739282E0
8.420180210E-1,4.307080805E-2,5.589633465E0,7.379465103E0,9.257557052E0
8.441077080E-1,7.178468257E-2,5.599205017E0,7.446464062E0,9.316977884E0
8.461973960E-1,1.100698411E-1,5.608776093E0,7.508677483E0,9.372871607E0
8.482870830E-1,1.722832322E-1,5.627918720E0,7.570890903E0,9.435122665E0
8.503768230E-1,2.392822653E-1,5.637490273E0,7.671389580E0,9.523065192E0
8.524665100E-1,2.967100143E-1,5.642275810E0,7.738388538E0,9.581543212E0
8.545561980E-1,3.493520916E-1,5.647061348E0,7.829315662E0,9.659685942E0
8.566458850E-1,3.924229145E-1,5.651846886E0,7.886743546E0,9.710720504E0
8.587355730E-1,4.163511395E-1,5.656632900E0,7.944170952E0,9.761183133E0
8.608253120E-1,4.019941986E-1,5.651846886E0,8.001599312E0,9.804619529E0
8.629150000E-1,3.397808075E-1,5.627918720E0,8.054241180E0,9.831567582E0
8.650046870E-1,2.919243574E-1,5.599205017E0,8.121239662E0,9.868680272E0
8.670943750E-1,2.297109663E-1,5.560919762E0,8.149953842E0,9.869059902E0
8.691840620E-1,2.153540403E-1,5.527420521E0,8.159524918E0,9.857819326E0
8.712738020E-1,1.962114573E-1,5.508277893E0,8.173882484E0,9.858599249E0
8.733634890E-1,2.344966233E-1,5.503491879E0,8.183453560E0,9.864700892E0
8.754531770E-1,2.727817893E-1,5.479563713E0,8.226524353E0,9.888161170E0
8.775428640E-1,3.397808075E-1,5.460421085E0,8.264809608E0,9.911545152E0
8.796326040E-1,3.780659735E-1,5.422136307E0,8.298309326E0,9.919900891E0
8.817222910E-1,4.115654826E-1,5.374279499E0,8.346165657E0,9.935328251E0
8.838119790E-1,4.115654826E-1,5.345565796E0,8.394021988E0,9.960123742E0
8.859016660E-1,3.972085714E-1,5.278566837E0,8.422736168E0,9.948041368E0
8.879913540E-1,3.493520916E-1,5.230710506E0,8.480163574E0,9.969731869E0
8.900810410E-1,3.062812984E-1,5.192425251E0,8.494520187E0,9.960520139E0
8.921707810E-1,2.440679073E-1,5.163711071E0,8.446663857E0,9.903010223E0
8.942604690E-1,2.009970993E-1,5.154139996E0,8.427521706E0,9.880722698E0
8.963501560E-1,1.674975902E-1,5.130211830E0,8.379665375E0,9.826796053E0
8.984398440E-1,1.292124242E-1,5.087141037E0,8.360522270E0,9.787442588E0
9.005295830E-1,1.052841991E-1,5.077569485E0,8.312665939E0,9.741314678E0
9.026192710E-1,1.148554832E-1,5.063212872E0,8.293522835E0,9.717604508E0
9.047090100E-1,1.004985496E-1,5.053641319E0,8.331808090E0,9.745174016E0
9.067986980E-1,9.571290761E-2,5.053641319E0,8.370093346E0,9.777878817E0
9.088883850E-1,7.657032460E-2,5.034498692E0,8.389236450E0,9.784238770E0
9.109780730E-1,6.699903309E-2,5.029713154E0,8.417949677E0,9.806343867E0
9.130677600E-1,6.221338734E-2,5.000999451E0,8.417949677E0,9.791615943E0
9.151575000E-1,7.178468257E-2,4.996213913E0,8.437092781E0,9.805704518E0
9.172471350E-1,9.092725813E-2,4.977071285E0,8.413164139E0,9.775522348E0
9.193368230E-1,1.004985496E-1,4.962714195E0,8.427521706E0,9.780682708E0
9.214265620E-1,1.339980662E-1,4.977071285E0,8.427521706E0,9.788376584E0
9.235162500E-1,1.483550072E-1,4.996213913E0,8.417949677E0,9.790099051E0
9.256059370E-1,1.818545163E-1,5.024927616E0,8.456234932E0,9.838235504E0
9.276956250E-1,1.818545163E-1,5.010570526E0,8.504091263E0,9.872104956E0
9.297853640E-1,1.722832322E-1,5.020142078E0,8.528019905E0,9.897405291E0
9.318750520E-1,1.722832322E-1,5.034498692E0,8.561519623E0,9.933553082E0
9.339647390E-1,1.722832322E-1,5.024927616E0,8.590232849E0,9.953475748E0
9.360544270E-1,1.770688742E-1,5.029713154E0,8.633303642E0,9.993162641E0
9.381441660E-1,1.914258152E-1,5.039284706E0,8.685946465E0,1.004373935E1
9.402338540E-1,1.914258152E-1,5.020142078E0,8.738588333E0,1.007975180E1
9.423235410E-1,1.627119333E-1,5.000999451E0,8.800801277E0,1.012376283E1
9.444132810E-1,1.722832322E-1,4.977071285E0,8.829515457E0,1.013712303E1
9.465029690E-1,2.009970993E-1,4.953142643E0,8.829515457E0,1.012592539E1
9.485926560E-1,2.201396823E-1,4.953142643E0,8.815158844E0,1.011380784E1
9.506823440E-1,2.584248483E-1,4.929214478E0,8.772088051E0,1.006545913E1
9.527720310E-1,2.823530734E-1,4.900500774E0,8.781659126E0,1.006042584E1
9.548617190E-1,3.062812984E-1,4.843072891E0,8.819944382E0,1.006680596E1
9.569514580E-1,3.062812984E-1,4.785645485E0,8.839086533E0,1.005612558E1
9.590411460E-1,3.206382394E-1,4.723432064E0,8.863015175E0,1.004821662E1
9.611308330E-1,3.445664644E-1,4.685146809E0,8.896514893E0,1.006068109E1
9.632205730E-1,3.637090325E-1,4.618147850E0,8.901300430E0,1.003457638E1
9.653102600E-1,3.924229145E-1,4.560719967E0,8.901300430E0,1.000936120E1
9.673999480E-1,4.354937077E-1,4.522434711E0,8.867800713E0,9.963932957E0
9.694896350E-1,4.737788737E-1,4.445864677E0,8.867800713E0,9.931166529E0
9.715793230E-1,4.833501875E-1,4.374079704E0,8.872586250E0,9.903988461E0
9.736690620E-1,4.833501875E-1,4.302295208E0,8.915657043E0,9.911221518E0
9.757587500E-1,4.498506486E-1,4.197010994E0,8.949156761E0,9.894679056E0
9.778484370E-1,3.732803464E-1,4.096512318E0,9.025727272E0,9.918896318E0
9.799381250E-1,3.110669553E-1,3.991228104E0,9.087940216E0,9.930625448E0
9.820278120E-1,2.440679073E-1,3.885943890E0,9.116654396E0,9.913299977E0
9.841175520E-1,2.057827413E-1,3.799802303E0,9.154939651E0,9.914321162E0
9.862072390E-1,1.962114573E-1,3.728017569E0,9.154939651E0,9.886836397E0
9.882969270E-1,2.009970993E-1,3.656233072E0,9.212367058E0,9.913432651E0
9.903866140E-1,2.057827413E-1,3.594019651E0,9.260223389E0,9.935344030E0
9.924763020E-1,1.722832322E-1,3.531806231E0,9.312865257E0,9.961565944E0
9.945660410E-1,1.722832322E-1,3.493520975E0,9.355937004E0,9.988389637E0
9.966556770E-1,1.531406492E-1,3.440878868E0,9.427721024E0,1.003718203E1
9.987454160E-1,1.483550072E-1,3.383451223E0,9.499505997E0,1.008515570E1
1.000835104E0,1.100698411E-1,3.335594654E0,9.576076508E0,1.014098360E1
1.002924844E0,1.148554832E-1,3.311666489E0,9.657432556E0,1.021010922E1
1.005014531E0,1.292124242E-1,3.263810158E0,9.671789169E0,1.020846014E1
1.007104219E0,1.292124242E-1,3.225524902E0,9.686145782E0,1.020990337E1
1.009193906E0,1.244267747E-1,3.182454109E0,9.667003632E0,1.017813615E1
1.011283646E0,1.292124242E-1,3.115455151E0,9.690931320E0,1.018022134E1
1.013373333E0,1.387837082E-1,3.048455954E0,9.714859962E0,1.018287036E1
1.015463021E0,1.387837082E-1,3.010170937E0,9.710074425E0,1.016690392E1
1.017552760E0,1.627119333E-1,2.957528830E0,9.714859962E0,1.015637514E1
1.019642448E0,1.722832322E-1,2.900100946E0,9.710074425E0,1.013537431E1
1.021732135E0,1.770688742E-1,2.861815929E0,9.705288887E0,1.011997906E1
1.023821823E0,1.962114573E-1,2.804388046E0,9.695717812E0,1.009505003E1
1.025911510E0,1.770688742E-1,2.766103029E0,9.681360245E0,1.007032351E1
1.028001198E0,1.818545163E-1,2.708675146E0,9.667003632E0,1.004096367E1
1.030090885E0,1.196411327E-1,2.622533560E0,9.667003632E0,1.001713310E1
1.032180573E0,4.307080805E-2,2.555534601E0,9.638289452E0,9.971420949E0
1.034270312E0,0.000000000E0,2.493321180E0,9.623932838E0,9.941666550E0
1.036360000E0,-9.571290575E-3,2.474178553E0,9.590433121E0,9.904446404E0
1.038449687E0,4.785645287E-3,2.455035925E0,9.552147865E0,9.862593631E0
1.040539375E0,3.828516230E-2,2.440679073E0,9.480362892E0,9.789568972E0
1.042629114E0,1.100698411E-1,2.440679073E0,9.451649666E0,9.762310747E0
1.044718750E0,1.674975902E-1,2.440679073E0,9.403793335E0,9.716804972E0
1.046808489E0,2.632105052E-1,2.435893536E0,9.432506561E0,9.745513692E0
1.048898229E0,3.158525825E-1,2.435893536E0,9.504291534E0,9.816562420E0
1.050987916E0,3.780659735E-1,2.426322222E0,9.561718941E0,9.872002963E0
1.053077604E0,4.211367965E-1,2.426322222E0,9.652647018E0,9.961826649E0
1.055167291E0,4.546363056E-1,2.440679073E0,9.681360245E0,9.994615785E0
1.057256979E0,4.498506486E-1,2.478964329E0,9.714859962E0,1.003624102E1
1.059346666E0,4.833501875E-1,2.502892494E0,9.738788605E0,1.006688143E1
1.061436406E0,5.216353536E-1,2.536391973E0,9.748359680E0,1.008642177E1
1.063526094E0,5.359922647E-1,2.526820660E0,9.777072906E0,1.011253010E1
1.065615781E0,5.647061467E-1,2.522035122E0,9.858428955E0,1.019157376E1
1.067705469E0,5.455635786E-1,2.517249346E0,9.934999466E0,1.026344963E1
1.069795208E0,5.503492355E-1,2.522035122E0,9.968499184E0,1.029730651E1
1.071884896E0,5.407779217E-1,2.498106956E0,1.002592659E1,1.034660249E1
1.073974583E0,5.264210105E-1,2.493321180E0,1.006899738E1,1.038645646E1
1.076064271E0,5.359922647E-1,2.498106956E0,1.011206818E1,1.042984894E1
1.078153958E0,5.359922647E-1,2.531606436E0,1.012642574E1,1.045183320E1
1.080243698E0,5.503492355E-1,2.569891453E0,1.011206818E1,1.044802130E1
1.082333385E0,5.264210105E-1,2.569891453E0,1.012642574E1,1.046068638E1
1.084423073E0,5.359922647E-1,2.612962246E0,1.007378292E1,1.042093862E1
1.086512760E0,5.264210105E-1,2.622533560E0,1.006899738E1,1.041822968E1
1.088602448E0,5.120640397E-1,2.627319336E0,1.006899738E1,1.041871992E1
1.090692187E0,4.929214716E-1,2.636890650E0,1.005942631E1,1.041096641E1
1.092781875E0,4.689932466E-1,2.632104874E0,1.002592659E1,1.037627750E1
1.094871562E0,4.211367965E-1,2.627319336E0,1.000199890E1,1.034988624E1
1.096961250E0,3.541377485E-1,2.622533560E0,9.982855797E0,1.032765732E1
1.099050937E0,2.823530734E-1,2.569891453E0,9.973284721E0,1.030293519E1
1.101140677E0,2.201396823E-1,2.531606436E0,9.973284721E0,1.029193377E1
1.103230364E0,1.722832322E-1,2.512463808E0,9.949356079E0,1.026313024E1
1.105320052E0,1.387837082E-1,2.488535643E0,9.973284721E0,1.028000383E1
1.107409739E0,1.339980662E-1,2.488535643E0,1.000678444E1,1.031244394E1
1.109499479E0,1.292124242E-1,2.478964329E0,1.005464077E1,1.035653229E1
1.111589166E0,1.244267747E-1,2.455035925E0,1.007378292E1,1.036936766E1
1.113678854E0,1.531406492E-1,2.435893536E0,1.008814049E1,1.037919110E1
1.115768541E0,1.387837082E-1,2.392822742E0,1.013121128E1,1.041087430E1
1.117858229E0,1.435693651E-1,2.335394859E0,1.017906761E1,1.044452482E1
1.119947969E0,1.339980662E-1,2.301895380E0,1.025085258E1,1.050698132E1
1.122037656E0,1.339980662E-1,2.254039049E0,1.028913784E1,1.053399283E1
1.124127344E0,1.674975902E-1,2.220539331E0,1.027956581E1,1.051799998E1
1.126217031E0,1.722832322E-1,2.163111687E0,1.030827999E1,1.053420002E1
1.128306771E0,1.818545163E-1,2.115255117E0,1.034656525E1,1.056213935E1
1.130396458E0,2.249253243E-1,2.067398787E0,1.038485050E1,1.059102682E1
1.132486146E0,2.488535494E-1,2.019542217E0,1.041835022E1,1.061520137E1
1.134575833E0,2.871387303E-1,2.014756680E0,1.045184898E1,1.064813788E1
1.136665521E0,3.397808075E-1,1.976471543E0,1.049491978E1,1.068481314E1
1.138755260E0,3.493520916E-1,1.957328916E0,1.055234814E1,1.073802750E1
1.140844948E0,3.349951804E-1,1.919043779E0,1.063848972E1,1.081537861E1
1.142934635E0,3.206382394E-1,1.875972986E0,1.066720295E1,1.083564960E1
1.145024375E0,2.392822653E-1,1.823330879E0,1.080598736E1,1.096134820E1
1.147114062E0,1.579262912E-1,1.785045743E0,1.103569794E1,1.118024856E1
1.149203750E0,1.148554832E-1,1.789831281E0,1.124626637E1,1.138837982E1
1.151293437E0,8.135596663E-2,1.799402595E0,1.136590767E1,1.150775068E1
1.153383125E0,4.307080805E-2,1.794616938E0,1.136112213E1,1.150206943E1
1.155472812E0,1.435693540E-2,1.770688772E0,1.127976608E1,1.141790995E1
1.157562552E0,4.307080805E-2,1.770688772E0,1.125583744E1,1.139434379E1
1.159652239E0,9.092725813E-2,1.780260086E0,1.106441212E1,1.120708746E1
1.161741927E0,1.435693651E-1,1.737189293E0,1.092562866E1,1.106380588E1
1.163831614E0,1.196411327E-1,1.651047587E0,1.086341476E1,1.098881488E1
1.165921354E0,1.148554832E-1,1.598405480E0,1.078684425E1,1.090523273E1
1.168011041E0,1.004985496E-1,1.550549030E0,1.070548820E1,1.081766056E1
1.170100729E0,8.135596663E-2,1.464407444E0,1.051884842E1,1.062060639E1
1.172190416E0,3.828516230E-2,1.392622828E0,1.037527943E1,1.046839468E1
1.174280156E0,-3.828516230E-2,1.306481123E0,1.027956581E1,1.036232754E1
1.176369844E0,-7.657032460E-2,1.249053478E0,1.022213840E1,1.029845188E1
1.178459531E0,-1.004985496E-1,1.205982566E0,1.018863869E1,1.026025595E1
1.180549219E0,-1.004985496E-1,1.186840057E0,1.015513897E1,1.022475118E1
1.182638958E0,-8.614161611E-2,1.191625714E0,1.012642574E1,1.019666075E1
1.184728646E0,-7.657032460E-2,1.205982566E0,1.013121128E1,1.020302401E1
1.186818333E0,-4.307080805E-2,1.215553880E0,1.014556789E1,1.021821776E1
1.188908021E0,-2.392822690E-2,1.258624673E0,1.015513897E1,1.023286647E1
1.190997708E0,-4.307080805E-2,1.296909928E0,1.014556789E1,1.022821482E1
1.193087396E0,-5.264209956E-2,1.344766378E0,1.012164021E1,1.021071830E1
1.195177135E0,-6.221338734E-2,1.354337573E0,1.013121128E1,1.022152351E1
1.197266823E0,-1.052841991E-1,1.373480201E0,1.013121128E1,1.022443028E1
1.199356510E0,-1.339980662E-1,1.397408366E0,1.012164021E1,1.021852759E1
1.201446250E0,-1.339980662E-1,1.421336651E0,1.013121128E1,1.023130468E1
1.203535937E0,-1.483550072E-1,1.430907965E0,1.013121128E1,1.023283679E1
1.205625625E0,-1.579262912E-1,1.435693622E0,1.013599682E1,1.023838798E1
1.207715312E0,-1.674975902E-1,1.426122308E0,1.015992451E1,1.026089403E1
1.209805000E0,-2.105683982E-1,1.378265858E0,1.014556789E1,1.024092299E1
1.211894739E0,-2.440679073E-1,1.344766378E0,1.014078236E1,1.023246952E1
1.213984427E0,-2.632105052E-1,1.320838094E0,1.012642574E1,1.021559550E1
1.216074114E0,-2.440679073E-1,1.316052437E0,1.004028416E1,1.012910999E1
1.218163802E0,-2.009970993E-1,1.316052437E0,9.958928108E0,1.004751924E1
1.220253489E0,-1.818545163E-1,1.316052437E0,9.896714211E0,9.985490336E0
1.222343229E0,-1.627119333E-1,1.335195065E0,9.848857880E0,9.940282821E0
1.224432916E0,-1.435693651E-1,1.320838094E0,9.815358162E0,9.904871593E0
1.226522604E0,-1.579262912E-1,1.306481123E0,9.781859398E0,9.869985153E0
1.228612344E0,-1.674975902E-1,1.320838094E0,9.743574142E0,9.834119472E0
1.230701979E0,-2.105683982E-1,1.296909928E0,9.690931320E0,9.779594279E0
1.232791719E0,-1.914258152E-1,1.320838094E0,9.643074989E0,9.734996269E0
1.234881406E0,-1.244267747E-1,1.383051515E0,9.619147301E0,9.718863530E0
1.236971094E0,-9.092725813E-2,1.416550994E0,9.585647583E0,9.690176679E0
1.239060781E0,-7.178468257E-2,1.459621787E0,9.576076508E0,9.686944311E0
1.241150521E0,-5.264209956E-2,1.512263894E0,9.590433121E0,9.709074143E0
1.243240208E0,-4.307080805E-2,1.569691658E0,9.590433121E0,9.718137396E0
1.245329896E0,0.000000000E0,1.636690736E0,9.561718941E0,9.700784796E0
1.247419635E0,4.785645381E-2,1.679761529E0,9.571290970E0,9.717690048E0
1.249509323E0,7.657032460E-2,1.722832322E0,9.566504478E0,9.720700703E0
1.251599010E0,1.483550072E-1,1.780260086E0,9.595218658E0,9.760100219E0
1.253688698E0,1.962114573E-1,1.789831281E0,9.600004196E0,9.767398605E0
1.255778385E0,2.297109663E-1,1.832902193E0,9.604789734E0,9.780812002E0
1.257868073E0,2.727817893E-1,1.847259045E0,9.619147301E0,9.798712705E0
1.259957812E0,2.775674164E-1,1.856830359E0,9.638289452E0,9.819444292E0
1.262047500E0,2.871387303E-1,1.866401672E0,9.633503914E0,9.816837653E0
1.264137187E0,2.919243574E-1,1.871187329E0,9.662218094E0,9.846066237E0
1.266226875E0,2.871387303E-1,1.856830359E0,9.643074989E0,9.824416669E0
1.268316614E0,2.823530734E-1,1.842473388E0,9.676574707E0,9.854467490E0
1.270406302E0,2.775674164E-1,1.823330879E0,9.690931320E0,9.864873492E0
1.272495989E0,2.201396823E-1,1.751546144E0,9.681360245E0,9.840991391E0
1.274585677E0,1.674975902E-1,1.694118381E0,9.667003632E0,9.815755281E0
1.276675416E0,1.196411327E-1,1.631905079E0,9.667003632E0,9.804508524E0
1.278765104E0,9.571290761E-2,1.564906001E0,9.647860527E0,9.774420929E0
1.280854791E0,4.785645381E-2,1.497906923E0,9.657432556E0,9.773025067E0
1.282944479E0,2.871387079E-2,1.454836130E0,9.676574707E0,9.785370239E0
1.285034166E0,-2.392822690E-2,1.411765337E0,9.667003632E0,9.769575894E0
1.287123854E0,-2.871387079E-2,1.406979680E0,9.690931320E0,9.792577095E0
1.289213594E0,-2.392822690E-2,1.387837172E0,9.700503349E0,9.799307619E0
1.291303281E0,-4.785645287E-3,1.387837172E0,9.710074425E0,9.808754266E0
1.293392969E0,-3.349951655E-2,1.373480201E0,9.681360245E0,9.778359079E0
1.295482708E0,-4.307080805E-2,1.359123230E0,9.595218658E0,9.691093445E0
1.297572396E0,-6.221338734E-2,1.349551916E0,9.542576790E0,9.637734831E0
1.299662083E0,-9.571290761E-2,1.325623751E0,9.494720459E0,9.587291374E0
1.301751771E0,-1.244267747E-1,1.301695466E0,9.437292099E0,9.527453766E0
1.303841458E0,-1.387837082E-1,1.272981644E0,9.389435768E0,9.476352000E0
1.305931198E0,-1.674975902E-1,1.234696507E0,9.327222824E0,9.410080580E0
1.308020885E0,-1.674975902E-1,1.201196909E0,9.308079720E0,9.386760758E0
1.310110573E0,-1.579262912E-1,1.186840057E0,9.303294182E0,9.380021997E0
1.312200312E0,-1.579262912E-1,1.182054400E0,9.303294182E0,9.379417677E0
