"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.066850666E2,-1.148554832E-1,1.799402595E0,9.528220177E0,9.697320311E0
2.066871563E2,-1.196411327E-1,1.804188251E0,9.523433685E0,9.693564794E0
2.066892460E2,-1.100698411E-1,1.808973908E0,9.528220177E0,9.699045402E0
2.066913358E2,-9.571290761E-2,1.794616938E0,9.528220177E0,9.696225588E0
2.066934255E2,-1.052841991E-1,1.789831281E0,9.547362328E0,9.714252837E0
2.066955152E2,-9.092725813E-2,1.780260086E0,9.537791252E0,9.702940570E0
2.066976050E2,-9.571290761E-2,1.775474429E0,9.528220177E0,9.692700869E0
2.066996947E2,-9.571290761E-2,1.785045743E0,9.518648148E0,9.685050946E0
2.067017844E2,-1.004985496E-1,1.761117458E0,9.518648148E0,9.680717805E0
2.067038742E2,-9.571290761E-2,1.765903115E0,9.528220177E0,9.690952198E0
2.067059638E2,-1.244267747E-1,1.756331801E0,9.537791252E0,9.698950736E0
2.067080536E2,-1.196411327E-1,1.751546144E0,9.523433685E0,9.683905052E0
2.067101433E2,-1.148554832E-1,1.741974831E0,9.518648148E0,9.677413428E0
2.067122330E2,-1.292124242E-1,1.741974831E0,9.528220177E0,9.687009440E0
2.067143227E2,-1.483550072E-1,1.732403636E0,9.542576790E0,9.699690890E0
2.067164124E2,-1.579262912E-1,1.718046665E0,9.528220177E0,9.683160889E0
2.067185022E2,-1.627119333E-1,1.718046665E0,9.547362328E0,9.702076424E0
2.067205919E2,-1.866401732E-1,1.708475351E0,9.547362328E0,9.700816976E0
2.067226817E2,-1.770688742E-1,1.698904037E0,9.547362328E0,9.698956425E0
2.067247713E2,-1.722832322E-1,1.684547186E0,9.552147865E0,9.701077753E0
2.067268611E2,-1.770688742E-1,1.698904037E0,9.561718941E0,9.713088974E0
2.067289508E2,-1.914258152E-1,1.684547186E0,9.571290970E0,9.720285690E0
2.067310405E2,-1.866401732E-1,1.694118381E0,9.561718941E0,9.712432277E0
2.067331302E2,-1.914258152E-1,1.679761529E0,9.556933403E0,9.705319093E0
2.067352199E2,-2.009970993E-1,1.679761529E0,9.547362328E0,9.696088182E0
2.067373097E2,-1.722832322E-1,1.689332843E0,9.542576790E0,9.692486717E0
2.067393994E2,-1.866401732E-1,1.674975872E0,9.537791252E0,9.685548033E0
2.067414892E2,-1.818545163E-1,1.684547186E0,9.547362328E0,9.696540502E0
2.067435788E2,-1.579262912E-1,1.684547186E0,9.537791252E0,9.686697162E0
2.067456686E2,-1.579262912E-1,1.698904037E0,9.509077072E0,9.660940037E0
2.067477583E2,-1.483550072E-1,1.698904037E0,9.513862610E0,9.665498740E0
2.067498480E2,-1.435693651E-1,1.689332843E0,9.504291534E0,9.654326242E0
2.067519377E2,-1.483550072E-1,1.694118381E0,9.513862610E0,9.664658714E0
2.067540275E2,-1.339980662E-1,1.684547186E0,9.489934921E0,9.639217785E0
2.067561172E2,-1.196411327E-1,1.703689694E0,9.475577354E0,9.628262500E0
2.067582069E2,-1.339980662E-1,1.718046665E0,9.461220741E0,9.616877754E0
2.067602967E2,-1.292124242E-1,1.713261008E0,9.480362892E0,9.634793184E0
2.067623864E2,-1.244267747E-1,1.718046665E0,9.451649666E0,9.607333021E0
2.067644761E2,-1.148554832E-1,1.708475351E0,9.446864128E0,9.600797970E0
2.067665658E2,-1.148554832E-1,1.708475351E0,9.466006279E0,9.619633812E0
2.067686555E2,-1.339980662E-1,1.718046665E0,9.480362892E0,9.635710684E0
2.067707452E2,-1.196411327E-1,1.722832322E0,9.470791817E0,9.626960208E0
2.067728350E2,-1.292124242E-1,1.732403636E0,9.461220741E0,9.619387513E0
2.067749247E2,-1.196411327E-1,1.727617979E0,9.475577354E0,9.632525322E0
2.067770144E2,-1.148554832E-1,1.737189293E0,9.475577354E0,9.634188322E0
2.067791042E2,-1.004985496E-1,1.732403636E0,9.475577354E0,9.633166069E0
2.067811938E2,-1.100698411E-1,1.741974831E0,9.513862610E0,9.672650797E0
2.067832836E2,-1.004985496E-1,1.746760488E0,9.528220177E0,9.687530743E0
2.067853733E2,-9.571290761E-2,1.737189293E0,9.542576790E0,9.699884504E0
2.067874630E2,-1.196411327E-1,1.751546144E0,9.552147865E0,9.712144806E0
2.067895527E2,-1.052841991E-1,1.741974831E0,9.571290970E0,9.729088955E0
2.067916425E2,-1.004985496E-1,1.737189293E0,9.590433121E0,9.747016674E0
2.067937322E2,-1.004985496E-1,1.746760488E0,9.604789734E0,9.762850915E0
2.067958219E2,-1.148554832E-1,1.756331801E0,9.619147301E0,9.778849011E0
2.067979116E2,-1.052841991E-1,1.765903115E0,9.609575272E0,9.771050889E0
2.068000014E2,-1.339980662E-1,1.765903115E0,9.619147301E0,9.780816126E0
2.068020911E2,-1.339980662E-1,1.775474429E0,9.619147301E0,9.782548733E0
2.068041808E2,-1.531406492E-1,1.789831281E0,9.604789734E0,9.771332248E0
2.068062705E2,-1.579262912E-1,1.794616938E0,9.604789734E0,9.772286145E0
2.068083602E2,-1.627119333E-1,1.808973908E0,9.585647583E0,9.756203225E0
2.068104500E2,-1.627119333E-1,1.804188251E0,9.561718941E0,9.731805563E0
2.068125397E2,-1.770688742E-1,1.818545222E0,9.537791252E0,9.711226600E0
2.068146294E2,-1.818545163E-1,1.818545222E0,9.528220177E0,9.701915147E0
2.068167192E2,-1.866401732E-1,1.828116536E0,9.528220177E0,9.703804633E0
2.068188089E2,-1.914258152E-1,1.808973908E0,9.523433685E0,9.695608264E0
2.068208986E2,-2.009970993E-1,1.813759565E0,9.513862610E0,9.687296081E0
2.068229883E2,-1.674975902E-1,1.808973908E0,9.504291534E0,9.676362933E0
2.068250781E2,-1.770688742E-1,1.804188251E0,9.523433685E0,9.694443656E0
2.068271677E2,-1.674975902E-1,1.813759565E0,9.518648148E0,9.691359129E0
2.068292575E2,-1.579262912E-1,1.818545222E0,9.547362328E0,9.720297056E0
2.068313472E2,-1.531406492E-1,1.813759565E0,9.547362328E0,9.719326275E0
2.068334370E2,-1.339980662E-1,1.804188251E0,9.552147865E0,9.721963771E0
2.068355267E2,-1.292124242E-1,1.813759565E0,9.566504478E0,9.737783503E0
2.068376164E2,-1.244267747E-1,1.804188251E0,9.585647583E0,9.754753552E0
2.068397061E2,-1.100698411E-1,1.804188251E0,9.619147301E0,9.787502511E0
2.068417958E2,-1.100698411E-1,1.808973908E0,9.604789734E0,9.774276843E0
2.068438856E2,-9.092725813E-2,1.818545222E0,9.643074989E0,9.813473888E0
2.068459753E2,-1.052841991E-1,1.799402595E0,9.609575272E0,9.777160700E0
2.068480650E2,-1.052841991E-1,1.794616938E0,9.600004196E0,9.766873363E0
2.068501547E2,-1.100698411E-1,1.794616938E0,9.595218658E0,9.762222412E0
2.068522444E2,-1.100698411E-1,1.804188251E0,9.576076508E0,9.745175827E0
2.068543342E2,-1.148554832E-1,1.794616938E0,9.552147865E0,9.719947046E0
2.068564239E2,-1.196411327E-1,1.794616938E0,9.542576790E0,9.710599144E0
2.068585136E2,-1.100698411E-1,1.799402595E0,9.518648148E0,9.687859806E0
2.068606033E2,-1.100698411E-1,1.813759565E0,9.494720459E0,9.667034485E0
2.068626931E2,-1.052841991E-1,1.828116536E0,9.480362892E0,9.655587781E0
2.068647828E2,-9.571290761E-2,1.823330879E0,9.466006279E0,9.640486053E0
2.068668725E2,-9.571290761E-2,1.828116536E0,9.437292099E0,9.613202026E0
2.068689622E2,-9.571290761E-2,1.832902193E0,9.403793335E0,9.581232723E0
2.068710520E2,-1.052841991E-1,1.832902193E0,9.399007797E0,9.576636298E0
2.068731416E2,-9.571290761E-2,1.837687731E0,9.394221306E0,9.572755669E0
2.068752314E2,-1.100698411E-1,1.837687731E0,9.389435768E0,9.568213815E0
2.068773211E2,-9.571290761E-2,1.847259045E0,9.375079155E0,9.555816872E0
2.068794108E2,-9.092725813E-2,1.847259045E0,9.379864693E0,9.560465229E0
2.068815006E2,-1.052841991E-1,1.828116536E0,9.389435768E0,9.566326300E0
2.068835903E2,-1.052841991E-1,1.818545222E0,9.399007797E0,9.573898843E0
2.068856800E2,-1.148554832E-1,1.794616938E0,9.384650230E0,9.555391236E0
2.068877697E2,-1.100698411E-1,1.808973908E0,9.389435768E0,9.562740508E0
2.068898595E2,-1.244267747E-1,1.794616938E0,9.408578873E0,9.579012913E0
2.068919492E2,-1.339980662E-1,1.785045743E0,9.418149948E0,9.586756085E0
2.068940389E2,-1.196411327E-1,1.785045743E0,9.422935486E0,9.591267668E0
2.068961286E2,-1.244267747E-1,1.770688772E0,9.451649666E0,9.616886303E0
2.068982184E2,-1.244267747E-1,1.789831281E0,9.456435204E0,9.625130898E0
2.069003081E2,-1.339980662E-1,1.756331801E0,9.475577354E0,9.637905534E0
2.069023978E2,-1.531406492E-1,1.765903115E0,9.461220741E0,9.625827953E0
2.069044875E2,-1.483550072E-1,1.751546144E0,9.475577354E0,9.637244902E0
2.069065772E2,-1.339980662E-1,1.761117458E0,9.528220177E0,9.690535069E0
2.069086670E2,-1.435693651E-1,1.765903115E0,9.537791252E0,9.700952940E0
2.069107567E2,-1.387837082E-1,1.746760488E0,9.528220177E0,9.688003554E0
2.069128464E2,-1.627119333E-1,1.741974831E0,9.537791252E0,9.696928042E0
2.069149361E2,-1.483550072E-1,1.751546144E0,9.533005714E0,9.693715544E0
2.069170259E2,-1.579262912E-1,1.746760488E0,9.566504478E0,9.725950897E0
2.069191156E2,-1.579262912E-1,1.756331801E0,9.556933403E0,9.718262097E0
2.069212053E2,-1.387837082E-1,1.751546144E0,9.561718941E0,9.721812790E0
2.069232950E2,-1.531406492E-1,1.741974831E0,9.547362328E0,9.706186470E0
2.069253847E2,-1.579262912E-1,1.741974831E0,9.556933403E0,9.715677696E0
2.069274745E2,-1.483550072E-1,1.741974831E0,9.561718941E0,9.720234288E0
2.069295642E2,-1.531406492E-1,1.746760488E0,9.566504478E0,9.725874367E0
2.069316539E2,-1.579262912E-1,1.765903115E0,9.576076508E0,9.738819015E0
2.069337436E2,-1.579262912E-1,1.751546144E0,9.547362328E0,9.707985477E0
2.069358334E2,-1.339980662E-1,1.761117458E0,9.542576790E0,9.704651564E0
2.069379231E2,-1.531406492E-1,1.765903115E0,9.542576790E0,9.705804328E0
2.069400128E2,-1.435693651E-1,1.756331801E0,9.552147865E0,9.713333228E0
2.069421025E2,-1.531406492E-1,1.765903115E0,9.547362328E0,9.710509425E0
2.069441923E2,-1.387837082E-1,1.761117458E0,9.523433685E0,9.685896178E0
2.069462820E2,-1.435693651E-1,1.756331801E0,9.537791252E0,9.699215202E0
2.069483717E2,-1.339980662E-1,1.765903115E0,9.533005714E0,9.696110934E0
2.069504614E2,-1.292124242E-1,1.770688772E0,9.523433685E0,9.687508644E0
2.069525511E2,-1.339980662E-1,1.770688772E0,9.533005714E0,9.696983663E0
2.069546409E2,-1.292124242E-1,1.780260086E0,9.523433685E0,9.689262665E0
2.069567306E2,-1.148554832E-1,1.756331801E0,9.528220177E0,9.689420670E0
2.069588203E2,-1.244267747E-1,1.751546144E0,9.528220177E0,9.688672543E0
2.069609100E2,-1.292124242E-1,1.756331801E0,9.533005714E0,9.694307360E0
2.069629998E2,-1.339980662E-1,1.756331801E0,9.537791252E0,9.699078247E0
2.069650895E2,-1.292124242E-1,1.741974831E0,9.523433685E0,9.682301447E0
2.069671792E2,-1.339980662E-1,1.741974831E0,9.547362328E0,9.705903317E0
2.069692689E2,-1.387837082E-1,1.727617979E0,9.547362328E0,9.703404156E0
2.069713586E2,-1.244267747E-1,1.756331801E0,9.547362328E0,9.708362933E0
2.069734484E2,-1.292124242E-1,1.751546144E0,9.556933403E0,9.716974108E0
2.069755381E2,-1.292124242E-1,1.741974831E0,9.533005714E0,9.691716572E0
2.069776278E2,-1.339980662E-1,1.761117458E0,9.552147865E0,9.714062951E0
2.069797175E2,-1.148554832E-1,1.741974831E0,9.552147865E0,9.710365438E0
2.069818073E2,-1.339980662E-1,1.761117458E0,9.580862045E0,9.742299919E0
2.069838970E2,-1.292124242E-1,1.765903115E0,9.537791252E0,9.700751086E0
2.069859867E2,-1.196411327E-1,1.770688772E0,9.523433685E0,9.687385710E0
2.069880764E2,-1.244267747E-1,1.775474429E0,9.528220177E0,9.693026937E0
2.069901662E2,-1.148554832E-1,1.770688772E0,9.528220177E0,9.692033339E0
2.069922559E2,-1.148554832E-1,1.775474429E0,9.533005714E0,9.697613066E0
2.069943456E2,-1.052841991E-1,1.785045743E0,9.537791252E0,9.703964913E0
2.069964353E2,-1.148554832E-1,1.789831281E0,9.547362328E0,9.714361287E0
2.069985250E2,-1.052841991E-1,1.794616938E0,9.528220177E0,9.696324791E0
2.070006148E2,-1.196411327E-1,1.799402595E0,9.533005714E0,9.702080274E0
2.070027045E2,-1.148554832E-1,1.813759565E0,9.537791252E0,9.709396352E0
2.070047942E2,-1.196411327E-1,1.799402595E0,9.518648148E0,9.687973279E0
2.070068839E2,-1.244267747E-1,1.828116536E0,9.537791252E0,9.712206447E0
2.070089737E2,-9.571290761E-2,1.823330879E0,9.537791252E0,9.710981332E0
2.070110634E2,-1.100698411E-1,1.828116536E0,9.542576790E0,9.716732848E0
2.070131531E2,-1.148554832E-1,1.828116536E0,9.537791252E0,9.712088541E0
2.070152428E2,-1.148554832E-1,1.842473388E0,9.542576790E0,9.719499563E0
2.070173325E2,-1.148554832E-1,1.842473388E0,9.547362328E0,9.724198033E0
2.070194223E2,-1.052841991E-1,1.856830359E0,9.533005714E0,9.712728849E0
2.070215120E2,-1.148554832E-1,1.852044702E0,9.533005714E0,9.711923564E0
2.070236018E2,-1.148554832E-1,1.871187329E0,9.523433685E0,9.706200233E0
2.070256914E2,-1.244267747E-1,1.861616015E0,9.533005714E0,9.713871224E0
2.070277812E2,-1.148554832E-1,1.871187329E0,9.528220177E0,9.710896639E0
2.070298709E2,-1.196411327E-1,1.871187329E0,9.528220177E0,9.710954421E0
2.070319606E2,-1.244267747E-1,1.885544300E0,9.523433685E0,9.709096173E0
2.070340503E2,-1.100698411E-1,1.875972986E0,9.533005714E0,9.716459642E0
2.070361401E2,-1.244267747E-1,1.890329838E0,9.537791252E0,9.724108745E0
2.070382298E2,-1.292124242E-1,1.885544300E0,9.523433685E0,9.709158682E0
2.070403195E2,-1.339980662E-1,1.895115495E0,9.518648148E0,9.706393809E0
2.070424092E2,-1.196411327E-1,1.899901152E0,9.499505997E0,9.688372029E0
2.070444989E2,-1.244267747E-1,1.895115495E0,9.518648148E0,9.706266394E0
2.070465887E2,-1.292124242E-1,1.890329838E0,9.533005714E0,9.719477388E0
2.070486784E2,-1.339980662E-1,1.899901152E0,9.537791252E0,9.726101060E0
2.070507681E2,-1.339980662E-1,1.899901152E0,9.518648148E0,9.707329315E0
2.070528578E2,-1.292124242E-1,1.895115495E0,9.547362328E0,9.734489509E0
2.070549475E2,-1.196411327E-1,1.890329838E0,9.533005714E0,9.719354858E0
2.070570373E2,-1.148554832E-1,1.895115495E0,9.537791252E0,9.724922441E0
2.070591270E2,-1.244267747E-1,1.890329838E0,9.556933403E0,9.742884839E0
2.070612168E2,-1.339980662E-1,1.890329838E0,9.518648148E0,9.705460573E0
2.070633064E2,-1.148554832E-1,1.895115495E0,9.547362328E0,9.734309525E0
2.070653962E2,-1.387837082E-1,1.904686809E0,9.547362328E0,9.736489109E0
2.070674859E2,-1.483550072E-1,1.895115495E0,9.528220177E0,9.715989485E0
2.070695756E2,-1.387837082E-1,1.895115495E0,9.537791252E0,9.725234477E0
2.070716653E2,-1.196411327E-1,1.885544300E0,9.542576790E0,9.727813891E0
2.070737551E2,-1.339980662E-1,1.875972986E0,9.523433685E0,9.707369329E0
2.070758448E2,-1.339980662E-1,1.871187329E0,9.528220177E0,9.711141912E0
2.070779345E2,-1.196411327E-1,1.856830359E0,9.494720459E0,9.675321678E0
2.070800243E2,-1.292124242E-1,1.856830359E0,9.537791252E0,9.717714587E0
2.070821140E2,-1.100698411E-1,1.861616015E0,9.518648148E0,9.699607833E0
2.070842037E2,-1.339980662E-1,1.837687731E0,9.513862610E0,9.690646699E0
2.070862934E2,-1.339980662E-1,1.828116536E0,9.533005714E0,9.707634290E0
2.070883832E2,-1.244267747E-1,1.813759565E0,9.552147865E0,9.723617363E0
2.070904728E2,-1.196411327E-1,1.804188251E0,9.576076508E0,9.745288632E0
2.070925626E2,-1.004985496E-1,1.808973908E0,9.590433121E0,9.760066291E0
2.070946523E2,-1.052841991E-1,1.813759565E0,9.595218658E0,9.765706817E0
2.070967420E2,-1.148554832E-1,1.804188251E0,9.600004196E0,9.768744423E0
2.070988318E2,-1.292124242E-1,1.794616938E0,9.576076508E0,9.743643419E0
2.071009215E2,-1.244267747E-1,1.799402595E0,9.590433121E0,9.758572599E0
2.071030112E2,-1.100698411E-1,1.804188251E0,9.590433121E0,9.759283686E0
2.071051009E2,-1.292124242E-1,1.789831281E0,9.566504478E0,9.733355013E0
2.071071907E2,-1.435693651E-1,1.799402595E0,9.585647583E0,9.754132532E0
2.071092803E2,-1.483550072E-1,1.799402595E0,9.533005714E0,9.702476841E0
2.071113701E2,-1.627119333E-1,1.813759565E0,9.528220177E0,9.700679289E0
2.071134598E2,-1.387837082E-1,1.799402595E0,9.528220177E0,9.697633234E0
2.071155495E2,-1.627119333E-1,1.808973908E0,9.518648148E0,9.690383085E0
2.071176393E2,-1.674975902E-1,1.799402595E0,9.494720459E0,9.665175722E0
2.071197289E2,-1.770688742E-1,1.823330879E0,9.480362892E0,9.655732466E0
2.071218187E2,-1.914258152E-1,1.818545222E0,9.461220741E0,9.636308862E0
2.071239084E2,-2.009970993E-1,1.823330879E0,9.437292099E0,9.613917905E0
2.071259982E2,-2.009970993E-1,1.832902193E0,9.427721024E0,9.606344465E0
2.071280878E2,-1.914258152E-1,1.832902193E0,9.427721024E0,9.606148968E0
2.071301776E2,-2.009970993E-1,1.837687731E0,9.408578873E0,9.588474980E0
2.071322673E2,-2.057827413E-1,1.842473388E0,9.418149948E0,9.598885517E0
2.071343570E2,-2.105683982E-1,1.847259045E0,9.418149948E0,9.599909035E0
2.071364468E2,-2.057827413E-1,1.842473388E0,9.418149948E0,9.598885517E0
2.071385365E2,-2.009970993E-1,1.832902193E0,9.403793335E0,9.582862796E0
2.071406262E2,-1.962114573E-1,1.842473388E0,9.403793335E0,9.584598907E0
2.071427159E2,-2.009970993E-1,1.837687731E0,9.408578873E0,9.588474980E0
2.071448057E2,-1.914258152E-1,1.837687731E0,9.399007797E0,9.578887598E0
2.071468953E2,-2.009970993E-1,1.828116536E0,9.432506561E0,9.610129548E0
2.071489851E2,-1.818545163E-1,1.818545222E0,9.442078590E0,9.617329458E0
2.071510748E2,-1.914258152E-1,1.813759565E0,9.461220741E0,9.635406868E0
2.071531646E2,-1.866401732E-1,1.828116536E0,9.489934921E0,9.666214845E0
2.071552543E2,-1.722832322E-1,1.813759565E0,9.504291534E0,9.677342757E0
2.071573440E2,-1.722832322E-1,1.818545222E0,9.533005714E0,9.706440449E0
2.071594337E2,-1.770688742E-1,1.818545222E0,9.533005714E0,9.706526570E0
2.071615235E2,-1.483550072E-1,1.813759565E0,9.537791252E0,9.709850408E0
2.071636132E2,-1.627119333E-1,1.823330879E0,9.542576790E0,9.716572567E0
2.071657029E2,-1.579262912E-1,1.804188251E0,9.556933403E0,9.727024829E0
2.071677926E2,-1.627119333E-1,1.828116536E0,9.542576790E0,9.717471741E0
2.071698823E2,-1.483550072E-1,1.823330879E0,9.556933403E0,9.730442990E0
2.071719721E2,-1.483550072E-1,1.818545222E0,9.571290970E0,9.743650587E0
2.071740618E2,-1.339980662E-1,1.818545222E0,9.566504478E0,9.738740686E0
2.071761515E2,-1.292124242E-1,1.804188251E0,9.556933403E0,9.726601008E0
2.071782412E2,-1.292124242E-1,1.823330879E0,9.576076508E0,9.748972901E0
2.071803309E2,-1.196411327E-1,1.828116536E0,9.547362328E0,9.721545735E0
2.071824207E2,-1.196411327E-1,1.828116536E0,9.561718941E0,9.735645493E0
2.071845104E2,-1.148554832E-1,1.813759565E0,9.561718941E0,9.732902170E0
2.071866001E2,-1.196411327E-1,1.823330879E0,9.533005714E0,9.706546628E0
2.071886898E2,-1.100698411E-1,1.813759565E0,9.528220177E0,9.699939117E0
2.071907796E2,-1.244267747E-1,1.808973908E0,9.528220177E0,9.699218956E0
2.071928693E2,-1.196411327E-1,1.804188251E0,9.537791252E0,9.707670741E0
2.071949590E2,-1.148554832E-1,1.808973908E0,9.513862610E0,9.684996652E0
2.071970487E2,-1.244267747E-1,1.818545222E0,9.513862610E0,9.686907169E0
2.071991384E2,-1.244267747E-1,1.818545222E0,9.518648148E0,9.691607261E0
2.072012282E2,-1.148554832E-1,1.804188251E0,9.523433685E0,9.693506909E0
2.072033179E2,-1.148554832E-1,1.799402595E0,9.528220177E0,9.697320311E0
2.072054076E2,-1.292124242E-1,1.818545222E0,9.513862610E0,9.686969822E0
2.072074973E2,-1.292124242E-1,1.794616938E0,9.509077072E0,9.677804119E0
2.072095871E2,-1.196411327E-1,1.794616938E0,9.537791252E0,9.705896451E0
2.072116768E2,-1.244267747E-1,1.789831281E0,9.537791252E0,9.705072901E0
2.072137665E2,-1.292124242E-1,1.794616938E0,9.523433685E0,9.691910800E0
2.072158562E2,-1.148554832E-1,1.794616938E0,9.542576790E0,9.710541361E0
2.072179460E2,-1.244267747E-1,1.789831281E0,9.537791252E0,9.705072901E0
2.072200357E2,-1.148554832E-1,1.789831281E0,9.552147865E0,9.719064597E0
2.072221254E2,-1.100698411E-1,1.785045743E0,9.552147865E0,9.718129065E0
2.072242151E2,-1.100698411E-1,1.804188251E0,9.552147865E0,9.721663410E0
2.072263048E2,-1.292124242E-1,1.789831281E0,9.561718941E0,9.728651549E0
2.072283946E2,-1.100698411E-1,1.780260086E0,9.552147865E0,9.717251164E0
2.072304843E2,-1.244267747E-1,1.794616938E0,9.547362328E0,9.715362031E0
2.072325740E2,-1.196411327E-1,1.804188251E0,9.537791252E0,9.707670741E0
2.072346637E2,-1.100698411E-1,1.789831281E0,9.537791252E0,9.704899451E0
2.072367535E2,-1.292124242E-1,1.785045743E0,9.533005714E0,9.699550614E0
2.072388432E2,-1.196411327E-1,1.789831281E0,9.533005714E0,9.700309684E0
2.072409329E2,-1.148554832E-1,1.785045743E0,9.547362328E0,9.713480710E0
2.072430226E2,-1.387837082E-1,1.785045743E0,9.523433685E0,9.690275454E0
2.072451124E2,-1.244267747E-1,1.794616938E0,9.533005714E0,9.701254039E0
2.072472021E2,-1.196411327E-1,1.794616938E0,9.523433685E0,9.691787921E0
2.072492918E2,-1.148554832E-1,1.785045743E0,9.518648148E0,9.685259039E0
2.072513815E2,-1.052841991E-1,1.804188251E0,9.533005714E0,9.702802583E0
2.072534712E2,-1.148554832E-1,1.785045743E0,9.513862610E0,9.680555865E0
2.072555610E2,-1.387837082E-1,1.785045743E0,9.509077072E0,9.676166389E0
2.072576507E2,-1.483550072E-1,1.794616938E0,9.499505997E0,9.668674849E0
2.072597404E2,-1.244267747E-1,1.799402595E0,9.513862610E0,9.683331734E0
2.072618301E2,-1.339980662E-1,1.808973908E0,9.504291534E0,9.675841031E0
2.072639199E2,-1.100698411E-1,1.813759565E0,9.513862610E0,9.685836097E0
2.072660096E2,-1.148554832E-1,1.799402595E0,9.509077072E0,9.678511675E0
2.072680993E2,-1.148554832E-1,1.813759565E0,9.518648148E0,9.690592247E0
2.072701890E2,-1.196411327E-1,1.818545222E0,9.509077072E0,9.682146843E0
2.072722787E2,-1.148554832E-1,1.823330879E0,9.523433685E0,9.697088039E0
2.072743685E2,-1.004985496E-1,1.832902193E0,9.504291534E0,9.679937395E0
2.072764582E2,-9.092725813E-2,1.832902193E0,9.537791252E0,9.712737008E0
2.072785479E2,-1.052841991E-1,1.866401672E0,9.513862610E0,9.695778552E0
2.072806376E2,-1.100698411E-1,1.852044702E0,9.504291534E0,9.683684346E0
2.072827274E2,-9.571290761E-2,1.852044702E0,9.513862610E0,9.692925889E0
2.072848171E2,-1.148554832E-1,1.856830359E0,9.504291534E0,9.684656335E0
2.072869068E2,-8.614161611E-2,1.856830359E0,9.466006279E0,9.646787768E0
2.072889965E2,-1.004985496E-1,1.871187329E0,9.480362892E0,9.663784070E0
2.072910863E2,-1.004985496E-1,1.871187329E0,9.480362892E0,9.663784070E0
2.072931760E2,-1.004985496E-1,1.871187329E0,9.466006279E0,9.649700350E0
2.072952657E2,-1.052841991E-1,1.880758643E0,9.485149384E0,9.670387617E0
2.072973555E2,-1.052841991E-1,1.890329838E0,9.470791817E0,9.658174222E0
2.072994451E2,-1.196411327E-1,1.885544300E0,9.470791817E0,9.657405912E0
2.073015349E2,-1.004985496E-1,1.904686809E0,9.442078590E0,9.632797097E0
2.073036246E2,-1.148554832E-1,1.904686809E0,9.437292099E0,9.628265980E0
2.073057144E2,-1.052841991E-1,1.909472466E0,9.461220741E0,9.652557577E0
2.073078040E2,-1.244267747E-1,1.909472466E0,9.466006279E0,9.657475964E0
2.073098938E2,-1.148554832E-1,1.909472466E0,9.451649666E0,9.643285658E0
2.073119835E2,-1.052841991E-1,1.904686809E0,9.466006279E0,9.656303199E0
2.073140732E2,-1.052841991E-1,1.904686809E0,9.466006279E0,9.656303199E0
2.073161630E2,-1.100698411E-1,1.909472466E0,9.489934921E0,9.680757474E0
2.073182526E2,-1.004985496E-1,1.895115495E0,9.494720459E0,9.682524428E0
2.073203424E2,-1.052841991E-1,1.909472466E0,9.489934921E0,9.680704244E0
2.073224321E2,-1.148554832E-1,1.914258122E0,9.485149384E0,9.677067467E0
2.073245219E2,-1.052841991E-1,1.909472466E0,9.499505997E0,9.690086895E0
2.073266115E2,-1.148554832E-1,1.928615093E0,9.518648148E0,9.712744747E0
2.073287013E2,-1.244267747E-1,1.919043779E0,9.504291534E0,9.696894793E0
2.073307910E2,-1.052841991E-1,1.923829436E0,9.489934921E0,9.683546317E0
2.073328807E2,-1.148554832E-1,1.928615093E0,9.499505997E0,9.693985875E0
2.073349705E2,-1.100698411E-1,1.928615093E0,9.504291534E0,9.698619960E0
2.073370602E2,-1.339980662E-1,1.938186288E0,9.504291534E0,9.700828786E0
2.073391499E2,-1.196411327E-1,1.928615093E0,9.489934921E0,9.684664939E0
2.073412396E2,-1.387837082E-1,1.938186288E0,9.489934921E0,9.686830845E0
2.073433294E2,-1.244267747E-1,1.942971945E0,9.475577354E0,9.673530286E0
2.073454190E2,-1.387837082E-1,1.957328916E0,9.480362892E0,9.681305592E0
2.073475088E2,-1.244267747E-1,1.952543259E0,9.489934921E0,9.689518668E0
2.073495985E2,-1.339980662E-1,1.942971945E0,9.451649666E0,9.650221597E0
2.073516882E2,-1.292124242E-1,1.947757602E0,9.480362892E0,9.679242537E0
2.073537780E2,-1.100698411E-1,1.947757602E0,9.470791817E0,9.669631466E0
2.073558677E2,-1.196411327E-1,1.957328916E0,9.466006279E0,9.666991536E0
2.073579574E2,-1.196411327E-1,1.942971945E0,9.470791817E0,9.668782323E0
2.073600471E2,-1.244267747E-1,1.938186288E0,9.456435204E0,9.653818668E0
2.073621369E2,-1.052841991E-1,1.938186288E0,9.466006279E0,9.662966714E0
2.073642265E2,-1.052841991E-1,1.933400750E0,9.461220741E0,9.657319563E0
2.073663163E2,-8.135596663E-2,1.952543259E0,9.456435204E0,9.656252416E0
2.073684060E2,-9.571290761E-2,1.933400750E0,9.451649666E0,9.647843325E0
2.073704958E2,-1.004985496E-1,1.938186288E0,9.442078590E0,9.639476861E0
2.073725855E2,-1.100698411E-1,1.928615093E0,9.446864128E0,9.642349994E0
2.073746752E2,-1.052841991E-1,1.928615093E0,9.466006279E0,9.661051486E0
